"Date","State","Race","Cases","Deaths","DateAsDate","PrevDate","PrevCases","PrevDeaths","NewCases","NewDeaths"
20201108,"AL","Black",39381,1057,2020-11-08,20201101,38319,1046,1062,11
20201115,"AL","Black",40753,1095,2020-11-15,20201108,39381,1057,1372,38
20201122,"AL","Black",42478,1126,2020-11-22,20201115,40753,1095,1725,31
20201129,"AL","Black",44525,1149,2020-11-29,20201122,42478,1126,2047,23
20201206,"AL","Black",47761,1187,2020-12-06,20201129,44525,1149,3236,38
20201213,"AL","Black",51189,1225,2020-12-13,20201206,47761,1187,3428,38
20201220,"AL","Black",52341.3333333333,1270,2020-12-20,20201213,51189,1225,1152.33333333334,45
20201227,"AL","Black",52341.3333333333,1334,2020-12-27,20201220,52341.3333333333,1270,0,64
20210103,"AL","Black",52341.3333333333,1374,2021-01-03,20201227,52341.3333333333,1334,0,40
20210110,"AL","Black",66570,1459,2021-01-10,20210103,52341.3333333333,1374,14228.6666666667,85
20210117,"AL","Black",69697,1570,2021-01-17,20210110,66570,1459,3127,111
20210124,"AL","Black",72793,1646,2021-01-24,20210117,69697,1570,3096,76
20210131,"AL","Black",75906,1771,2021-01-31,20210124,72793,1646,3113,125
20210207,"AL","Black",77839,1961,2021-02-07,20210131,75906,1771,1933,190
20210214,"AL","Black",79442,2022,2021-02-14,20210207,77839,1961,1603,61
20210221,"AL","Black",79834,2044,2021-02-21,20210214,79442,2022,392,22
20210228,"AL","Black",81782,2168,2021-02-28,20210221,79834,2044,1948,124
20210307,"AL","Black",82790,2223,2021-03-07,20210228,81782,2168,1008,55
20200419,"AL","Other",102,0,2020-04-19,20200412,66,0,36,0
20200426,"AL","Other",163,1,2020-04-26,20200419,102,0,61,1
20200503,"AL","Other",241,2,2020-05-03,20200426,163,1,78,1
20200510,"AL","Other",371,5,2020-05-10,20200503,241,2,130,3
20200517,"AL","Other",456,6,2020-05-17,20200510,371,5,85,1
20200524,"AL","Other",581,7,2020-05-24,20200517,456,6,125,1
20200531,"AL","Other",776,7,2020-05-31,20200524,581,7,195,0
20200607,"AL","Other",955,9,2020-06-07,20200531,776,7,179,2
20200614,"AL","Other",1352,12,2020-06-14,20200607,955,9,397,3
20200621,"AL","Other",1447,12,2020-06-21,20200614,1352,12,95,0
20200628,"AL","Other",2073,14,2020-06-28,20200621,1447,12,626,2
20200705,"AL","Other",2515,17,2020-07-05,20200628,2073,14,442,3
20200712,"AL","Other",3063,19,2020-07-12,20200705,2515,17,548,2
20200719,"AL","Other",3754,23,2020-07-19,20200712,3063,19,691,4
20200726,"AL","Other",4331,29,2020-07-26,20200719,3754,23,577,6
20200802,"AL","Other",4804,32,2020-08-02,20200726,4331,29,473,3
20200809,"AL","Other",5209,36,2020-08-09,20200802,4804,32,405,4
20200816,"AL","Other",5352,40,2020-08-16,20200809,5209,36,143,4
20200823,"AL","Other",5912,43,2020-08-23,20200816,5352,40,560,3
20200830,"AL","Other",7255,46,2020-08-30,20200823,5912,43,1343,3
20200906,"AL","Other",7852,48,2020-09-06,20200830,7255,46,597,2
20200913,"AL","Other",8780,50,2020-09-13,20200906,7852,48,928,2
20200920,"AL","Other",9759,52,2020-09-20,20200913,8780,50,979,2
20200927,"AL","Other",10668,54,2020-09-27,20200920,9759,52,909,2
20201004,"AL","Other",11572,57,2020-10-04,20200927,10668,54,904,3
20201011,"AL","Other",12637,62,2020-10-11,20201004,11572,57,1065,5
20201018,"AL","Other",13879,67,2020-10-18,20201011,12637,62,1242,5
20201025,"AL","Other",15188,73,2020-10-25,20201018,13879,67,1309,6
20201101,"AL","Other",16739,74,2020-11-01,20201025,15188,73,1551,1
20201108,"AL","Other",18636,83,2020-11-08,20201101,16739,74,1897,9
20201115,"AL","Other",21505,89,2020-11-15,20201108,18636,83,2869,6
20201122,"AL","Other",24206,92.5,2020-11-22,20201115,21505,89,2701,3.5
20201129,"AL","Other",25043,95,2020-11-29,20201122,24206,92.5,837,2.5
20201206,"AL","Other",26220,107,2020-12-06,20201129,25043,95,1177,12
20201213,"AL","Other",27391,109,2020-12-13,20201206,26220,107,1171,2
20201220,"AL","Other",29096,121,2020-12-20,20201213,27391,109,1705,12
20201227,"AL","Other",30352,127,2020-12-27,20201220,29096,121,1256,6
20210103,"AL","Other",31719,131,2021-01-03,20201227,30352,127,1367,4
20210110,"AL","Other",33157,144,2021-01-10,20210103,31719,131,1438,13
20210117,"AL","Other",34311,159,2021-01-17,20210110,33157,144,1154,15
20210124,"AL","Other",35296,182,2021-01-24,20210117,34311,159,985,23
20210131,"AL","Other",36159,216,2021-01-31,20210124,35296,182,863,34
20210207,"AL","Other",36879,248,2021-02-07,20210131,36159,216,720,32
20210214,"AL","Other",37321,276,2021-02-14,20210207,36879,248,442,28
20210221,"AL","Other",37418,277,2021-02-21,20210214,37321,276,97,1
20210228,"AL","Other",37809,294,2021-02-28,20210221,37418,277,391,17
20210307,"AL","Other",38000,300,2021-03-07,20210228,37809,294,191,6
20200419,"AL","Unknown",619,3.66666666666667,2020-04-19,20200412,534,2,85,1.66666666666667
20200426,"AL","Unknown",844.5,3.66666666666667,2020-04-26,20200419,619,3.66666666666667,225.5,0
20200503,"AL","Unknown",1068,9,2020-05-03,20200426,844.5,3.66666666666667,223.5,5.33333333333333
20200510,"AL","Unknown",1334,9,2020-05-10,20200503,1068,9,266,0
20200517,"AL","Unknown",1662,18,2020-05-17,20200510,1334,9,328,9
20200524,"AL","Unknown",2047,21,2020-05-24,20200517,1662,18,385,3
20200531,"AL","Unknown",2983,26,2020-05-31,20200524,2047,21,936,5
20200607,"AL","Unknown",3352,30,2020-06-07,20200531,2983,26,369,4
20200614,"AL","Unknown",4674,32.5,2020-06-14,20200607,3352,30,1322,2.5
20200621,"AL","Unknown",5183,34,2020-06-21,20200614,4674,32.5,509,1.5
20200628,"AL","Unknown",7375,48,2020-06-28,20200621,5183,34,2192,14
20200705,"AL","Unknown",11070,56,2020-07-05,20200628,7375,48,3695,8
20200712,"AL","Unknown",14562,69,2020-07-12,20200705,11070,56,3492,13
20200719,"AL","Unknown",21735,86,2020-07-19,20200712,14562,69,7173,17
20200726,"AL","Unknown",27739,101,2020-07-26,20200719,21735,86,6004,15
20200802,"AL","Unknown",33867,106,2020-08-02,20200726,27739,101,6128,5
20200809,"AL","Unknown",38734,122,2020-08-09,20200802,33867,106,4867,16
20200816,"AL","Unknown",43638,135.666666666667,2020-08-16,20200809,38734,122,4904,13.6666666666667
20200823,"AL","Unknown",43774,139,2020-08-23,20200816,43638,135.666666666667,136,3.33333333333334
20200830,"AL","Unknown",49224,171,2020-08-30,20200823,43774,139,5450,32
20200906,"AL","Unknown",52817,203,2020-09-06,20200830,49224,171,3593,32
20200913,"AL","Unknown",55554,210,2020-09-13,20200906,52817,203,2737,7
20200920,"AL","Unknown",58000,227,2020-09-20,20200913,55554,210,2446,17
20200927,"AL","Unknown",61364,229.5,2020-09-27,20200920,58000,227,3364,2.5
20201004,"AL","Unknown",64200,232,2020-10-04,20200927,61364,229.5,2836,2.5
20201011,"AL","Unknown",66064,237.333333333333,2020-10-11,20201004,64200,232,1864,5.33333333333334
20201018,"AL","Unknown",68678,253,2020-10-18,20201011,66064,237.333333333333,2614,15.6666666666667
20201025,"AL","Unknown",75228,266,2020-10-25,20201018,68678,253,6550,13
20201101,"AL","Unknown",79243,289,2020-11-01,20201025,75228,266,4015,23
20201108,"AL","Unknown",83055,316,2020-11-08,20201101,79243,289,3812,27
20201115,"AL","Unknown",89453,361,2020-11-15,20201108,83055,316,6398,45
20201122,"AL","Unknown",95667,433,2020-11-22,20201115,89453,361,6214,72
20201129,"AL","Unknown",102141,465,2020-11-29,20201122,95667,433,6474,32
20201206,"AL","Unknown",112218,596,2020-12-06,20201129,102141,465,10077,131
20201213,"AL","Unknown",125189,664.5,2020-12-13,20201206,112218,596,12971,68.5
20201220,"AL","Unknown",136848,755,2020-12-20,20201213,125189,664.5,11659,90.5
20201227,"AL","Unknown",147485,842,2020-12-27,20201220,136848,755,10637,87
20210103,"AL","Unknown",159405,902,2021-01-03,20201227,147485,842,11920,60
20210110,"AL","Unknown",173241,1082,2021-01-10,20210103,159405,902,13836,180
20210117,"AL","Unknown",183027,1423,2021-01-17,20210110,173241,1082,9786,341
20210124,"AL","Unknown",191165,1633,2021-01-24,20210117,183027,1423,8138,210
20210131,"AL","Unknown",199494,2042,2021-01-31,20210124,191165,1633,8329,409
20210207,"AL","Unknown",205366,2232.5,2021-02-07,20210131,199494,2042,5872,190.5
20210214,"AL","Unknown",208522,2625,2021-02-14,20210207,205366,2232.5,3156,392.5
20210221,"AL","Unknown",212593.5,2831,2021-02-21,20210214,208522,2625,4071.5,206
20210228,"AL","Unknown",213004,2831,2021-02-28,20210221,212593.5,2831,410.5,0
20210307,"AL","Unknown",216409,2871,2021-03-07,20210228,213004,2831,3405,40
20200419,"AL","White",2298,66,2020-04-19,20200412,1657,34,641,32
20200426,"AL","White",2947,113,2020-04-26,20200419,2298,66,649,47
20200503,"AL","White",3518,145,2020-05-03,20200426,2947,113,571,32
20200510,"AL","White",4300.5,194,2020-05-10,20200503,3518,145,782.5,49
20200517,"AL","White",4975,246,2020-05-17,20200510,4300.5,194,674.5,52
20200524,"AL","White",5796,281,2020-05-24,20200517,4975,246,821,35
20200531,"AL","White",6861,318,2020-05-31,20200524,5796,281,1065,37
20200607,"AL","White",7572,344,2020-06-07,20200531,6861,318,711,26
20200614,"AL","White",8976,375,2020-06-14,20200607,7572,344,1404,31
20200621,"AL","White",9481,380,2020-06-21,20200614,8976,375,505,5
20200628,"AL","White",12412,440,2020-06-28,20200621,9481,380,2931,60
20200705,"AL","White",14864,488,2020-07-05,20200628,12412,440,2452,48
20200712,"AL","White",18094,543,2020-07-12,20200705,14864,488,3230,55
20200719,"AL","White",21399,637,2020-07-19,20200712,18094,543,3305,94
20200726,"AL","White",24667,740,2020-07-26,20200719,21399,637,3268,103
20200802,"AL","White",27780,832,2020-08-02,20200726,24667,740,3113,92
20200809,"AL","White",30405,897,2020-08-09,20200802,27780,832,2625,65
20200816,"AL","White",31308,958,2020-08-16,20200809,30405,897,903,61
20200823,"AL","White",35362,1034,2020-08-23,20200816,31308,958,4054,76
20200830,"AL","White",37708,1101,2020-08-30,20200823,35362,1034,2346,67
20200906,"AL","White",39844,1159,2020-09-06,20200830,37708,1101,2136,58
20200913,"AL","White",41839,1204,2020-09-13,20200906,39844,1159,1995,45
20200920,"AL","White",43924,1248,2020-09-20,20200913,41839,1204,2085,44
20200927,"AL","White",46169,1283,2020-09-27,20200920,43924,1248,2245,35
20201004,"AL","White",48509,1314,2020-10-04,20200927,46169,1283,2340,31
20201011,"AL","White",50912,1376,2020-10-11,20201004,48509,1314,2403,62
20201018,"AL","White",53458,1454,2020-10-18,20201011,50912,1376,2546,78
20201025,"AL","White",56269,1498,2020-10-25,20201018,53458,1454,2811,44
20201101,"AL","White",59056,1555,2020-11-01,20201025,56269,1498,2787,57
20201108,"AL","White",61958,1619,2020-11-08,20201101,59056,1555,2902,64
20201115,"AL","White",65415,1692,2020-11-15,20201108,61958,1619,3457,73
20201122,"AL","White",69428,1794,2020-11-22,20201115,65415,1692,4013,102
20201129,"AL","White",74716,1856,2020-11-29,20201122,69428,1794,5288,62
20201206,"AL","White",82826,1987,2020-12-06,20201129,74716,1856,8110,131
20201213,"AL","White",90818,2087,2020-12-13,20201206,82826,1987,7992,100
20201220,"AL","White",100181,2229,2020-12-20,20201213,90818,2087,9363,142
20201227,"AL","White",108236,2373,2020-12-27,20201220,100181,2229,8055,144
20210103,"AL","White",117462,2451,2021-01-03,20201227,108236,2373,9226,78
20210110,"AL","White",127293,2633,2021-01-10,20210103,117462,2451,9831,182
20210117,"AL","White",133816,2952,2021-01-17,20210110,127293,2633,6523,319
20210124,"AL","White",140029,3182,2021-01-24,20210117,133816,2952,6213,230
20210131,"AL","White",146087,3641,2021-01-31,20210124,140029,3182,6058,459
20210207,"AL","White",150262,4076,2021-02-07,20210131,146087,3641,4175,435
20210214,"AL","White",153486,4297,2021-02-14,20210207,150262,4076,3224,221
20210221,"AL","White",154388,4343,2021-02-21,20210214,153486,4297,902,46
20210228,"AL","White",158420,4625,2021-02-28,20210221,154388,4343,4032,282
20210307,"AL","White",160347,4730,2021-03-07,20210228,158420,4625,1927,105
20200419,"AR","AIAN",5,0,2020-04-19,20200412,4,0,1,0
20200426,"AR","AIAN",5,0,2020-04-26,20200419,5,0,0,0
20200503,"AR","AIAN",9,0,2020-05-03,20200426,5,0,4,0
20200510,"AR","AIAN",9,0,2020-05-10,20200503,9,0,0,0
20200517,"AR","AIAN",13,0,2020-05-17,20200510,9,0,4,0
20200524,"AR","AIAN",22,0,2020-05-24,20200517,13,0,9,0
20200531,"AR","AIAN",26,0,2020-05-31,20200524,22,0,4,0
20200607,"AR","AIAN",30,0,2020-06-07,20200531,26,0,4,0
20200614,"AR","AIAN",36,0,2020-06-14,20200607,30,0,6,0
20200621,"AR","AIAN",43,0,2020-06-21,20200614,36,0,7,0
20200628,"AR","AIAN",50,0,2020-06-28,20200621,43,0,7,0
20200705,"AR","AIAN",63,0,2020-07-05,20200628,50,0,13,0
20200712,"AR","AIAN",74,0,2020-07-12,20200705,63,0,11,0
20200719,"AR","AIAN",90,0,2020-07-19,20200712,74,0,16,0
20200726,"AR","AIAN",113,2,2020-07-26,20200719,90,0,23,2
20200802,"AR","AIAN",121,2,2020-08-02,20200726,113,2,8,0
20200809,"AR","AIAN",143,2,2020-08-09,20200802,121,2,22,0
20200816,"AR","AIAN",153,2.45,2020-08-16,20200809,143,2,10,0.45
20200823,"AR","AIAN",174,2.45,2020-08-23,20200816,153,2.45,21,0
20200830,"AR","AIAN",186,2.45,2020-08-30,20200823,174,2.45,12,0
20200906,"AR","AIAN",194.25,2.45,2020-09-06,20200830,186,2.45,8.25,0
20200913,"AR","AIAN",194.25,2.45,2020-09-13,20200906,194.25,2.45,0,0
20200920,"AR","AIAN",199,2.45,2020-09-20,20200913,194.25,2.45,4.75,0
20200927,"AR","AIAN",214,2.45,2020-09-27,20200920,199,2.45,15,0
20201004,"AR","AIAN",231,2.45,2020-10-04,20200927,214,2.45,17,0
20201011,"AR","AIAN",248,2.45,2020-10-11,20201004,231,2.45,17,0
20201018,"AR","AIAN",272,2.45,2020-10-18,20201011,248,2.45,24,0
20201025,"AR","AIAN",294,4,2020-10-25,20201018,272,2.45,22,1.55
20201101,"AR","AIAN",309,4,2020-11-01,20201025,294,4,15,0
20201108,"AR","AIAN",321,5,2020-11-08,20201101,309,4,12,1
20201115,"AR","AIAN",351,6,2020-11-15,20201108,321,5,30,1
20201122,"AR","AIAN",372,7,2020-11-22,20201115,351,6,21,1
20201129,"AR","AIAN",404,7,2020-11-29,20201122,372,7,32,0
20201206,"AR","AIAN",463,7,2020-12-06,20201129,404,7,59,0
