"Date","State","Race","Cases","Deaths","DateAsDate","PrevDate","PrevCases","PrevDeaths","NewCases","NewDeaths"
20210221,"MD","White",129833,3937,2021-02-21,20210214,127674,3848,2159,89
20210228,"MD","White",132094,4033,2021-02-28,20210221,129833,3937,2261,96
20210307,"MD","White",134697,4078,2021-03-07,20210228,132094,4033,2603,45
20200419,"ME","AIAN",1,0,2020-04-19,20200412,1,0,0,0
20200426,"ME","AIAN",1,0,2020-04-26,20200419,1,0,0,0
20200503,"ME","AIAN",1,0,2020-05-03,20200426,1,0,0,0
20200510,"ME","AIAN",2,0,2020-05-10,20200503,1,0,1,0
20200517,"ME","AIAN",2,0,2020-05-17,20200510,2,0,0,0
20200524,"ME","AIAN",3,0,2020-05-24,20200517,2,0,1,0
20200531,"ME","AIAN",3,0,2020-05-31,20200524,3,0,0,0
20200607,"ME","AIAN",6,0,2020-06-07,20200531,3,0,3,0
20200614,"ME","AIAN",6.3,0,2020-06-14,20200607,6,0,0.3,0
20200621,"ME","AIAN",6.3,0,2020-06-21,20200614,6.3,0,0,0
20200628,"ME","AIAN",6.3,0,2020-06-28,20200621,6.3,0,0,0
20200705,"ME","AIAN",6.3,0,2020-07-05,20200628,6.3,0,0,0
20200712,"ME","AIAN",6.3,0,2020-07-12,20200705,6.3,0,0,0
20200719,"ME","AIAN",6.4,0,2020-07-19,20200712,6.3,0,0.100000000000001,0
20200726,"ME","AIAN",6.4,0,2020-07-26,20200719,6.4,0,0,0
20200802,"ME","AIAN",6.4,0,2020-08-02,20200726,6.4,0,0,0
20200809,"ME","AIAN",7,0,2020-08-09,20200802,6.4,0,0.6,0
20200816,"ME","AIAN",7,0,2020-08-16,20200809,7,0,0,0
20200823,"ME","AIAN",8,0,2020-08-23,20200816,7,0,1,0
20200830,"ME","AIAN",9.2,0,2020-08-30,20200823,8,0,1.2,0
20200906,"ME","AIAN",9.2,0,2020-09-06,20200830,9.2,0,0,0
20200913,"ME","AIAN",9.2,0,2020-09-13,20200906,9.2,0,0,0
20200920,"ME","AIAN",12,0,2020-09-20,20200913,9.2,0,2.8,0
20200927,"ME","AIAN",13,0,2020-09-27,20200920,12,0,1,0
20201004,"ME","AIAN",14,0,2020-10-04,20200927,13,0,1,0
20201011,"ME","AIAN",14,0,2020-10-11,20201004,14,0,0,0
20201018,"ME","AIAN",14,0,2020-10-18,20201011,14,0,0,0
20201025,"ME","AIAN",15,0,2020-10-25,20201018,14,0,1,0
20201101,"ME","AIAN",16,0,2020-11-01,20201025,15,0,1,0
20201108,"ME","AIAN",22,0,2020-11-08,20201101,16,0,6,0
20201115,"ME","AIAN",32,0,2020-11-15,20201108,22,0,10,0
20201122,"ME","AIAN",33,0,2020-11-22,20201115,32,0,1,0
20201129,"ME","AIAN",41,0,2020-11-29,20201122,33,0,8,0
20201206,"ME","AIAN",46,0,2020-12-06,20201129,41,0,5,0
20201213,"ME","AIAN",49,0,2020-12-13,20201206,46,0,3,0
20201220,"ME","AIAN",59,0,2020-12-20,20201213,49,0,10,0
20201227,"ME","AIAN",68,0,2020-12-27,20201220,59,0,9,0
20210103,"ME","AIAN",78,0,2021-01-03,20201227,68,0,10,0
20210110,"ME","AIAN",86,0,2021-01-10,20210103,78,0,8,0
20210117,"ME","AIAN",97,1,2021-01-17,20210110,86,0,11,1
20210124,"ME","AIAN",106,3,2021-01-24,20210117,97,1,9,2
20210131,"ME","AIAN",114,3,2021-01-31,20210124,106,3,8,0
20210207,"ME","AIAN",124,3,2021-02-07,20210131,114,3,10,0
20210214,"ME","AIAN",128,3,2021-02-14,20210207,124,3,4,0
20210221,"ME","AIAN",132,4,2021-02-21,20210214,128,3,4,1
20210228,"ME","AIAN",136,5,2021-02-28,20210221,132,4,4,1
20210307,"ME","AIAN",139,5,2021-03-07,20210228,136,5,3,0
20200419,"ME","Asian",13,0,2020-04-19,20200412,13,0,0,0
20200426,"ME","Asian",13,0,2020-04-26,20200419,13,0,0,0
20200503,"ME","Asian",13,0,2020-05-03,20200426,13,0,0,0
20200510,"ME","Asian",20,0,2020-05-10,20200503,13,0,7,0
20200517,"ME","Asian",22,0,2020-05-17,20200510,20,0,2,0
20200524,"ME","Asian",28,0,2020-05-24,20200517,22,0,6,0
20200531,"ME","Asian",29,0,2020-05-31,20200524,28,0,1,0
20200607,"ME","Asian",36,0,2020-06-07,20200531,29,0,7,0
20200614,"ME","Asian",40,0,2020-06-14,20200607,36,0,4,0
20200621,"ME","Asian",44,0,2020-06-21,20200614,40,0,4,0
20200628,"ME","Asian",63,0,2020-06-28,20200621,44,0,19,0
20200705,"ME","Asian",78,0,2020-07-05,20200628,63,0,15,0
20200712,"ME","Asian",84,0,2020-07-12,20200705,78,0,6,0
20200719,"ME","Asian",93,0,2020-07-19,20200712,84,0,9,0
20200726,"ME","Asian",101,0,2020-07-26,20200719,93,0,8,0
20200802,"ME","Asian",104,0,2020-08-02,20200726,101,0,3,0
20200809,"ME","Asian",105,0,2020-08-09,20200802,104,0,1,0
20200816,"ME","Asian",107,0,2020-08-16,20200809,105,0,2,0
20200823,"ME","Asian",107.666666666667,0,2020-08-23,20200816,107,0,0.666666666666671,0
20200830,"ME","Asian",109,0,2020-08-30,20200823,107.666666666667,0,1.33333333333333,0
20200906,"ME","Asian",110,0,2020-09-06,20200830,109,0,1,0
20200913,"ME","Asian",111,0,2020-09-13,20200906,110,0,1,0
20200920,"ME","Asian",114,0,2020-09-20,20200913,111,0,3,0
20200927,"ME","Asian",116,0,2020-09-27,20200920,114,0,2,0
20201004,"ME","Asian",121,0,2020-10-04,20200927,116,0,5,0
20201011,"ME","Asian",122,0,2020-10-11,20201004,121,0,1,0
20201018,"ME","Asian",123,0,2020-10-18,20201011,122,0,1,0
20201025,"ME","Asian",128,0,2020-10-25,20201018,123,0,5,0
20201101,"ME","Asian",135,0,2020-11-01,20201025,128,0,7,0
20201108,"ME","Asian",139,0,2020-11-08,20201101,135,0,4,0
20201115,"ME","Asian",147,0,2020-11-15,20201108,139,0,8,0
20201122,"ME","Asian",163,0,2020-11-22,20201115,147,0,16,0
20201129,"ME","Asian",188,0,2020-11-29,20201122,163,0,25,0
20201206,"ME","Asian",202,0,2020-12-06,20201129,188,0,14,0
20201213,"ME","Asian",228,0,2020-12-13,20201206,202,0,26,0
20201220,"ME","Asian",252,0,2020-12-20,20201213,228,0,24,0
20201227,"ME","Asian",270,0,2020-12-27,20201220,252,0,18,0
20210103,"ME","Asian",292,0,2021-01-03,20201227,270,0,22,0
20210110,"ME","Asian",341,0,2021-01-10,20210103,292,0,49,0
20210117,"ME","Asian",372,0,2021-01-17,20210110,341,0,31,0
20210124,"ME","Asian",412,0,2021-01-24,20210117,372,0,40,0
20210131,"ME","Asian",447,1,2021-01-31,20210124,412,0,35,1
20210207,"ME","Asian",466,3,2021-02-07,20210131,447,1,19,2
20210214,"ME","Asian",480,3,2021-02-14,20210207,466,3,14,0
20210221,"ME","Asian",487,3,2021-02-21,20210214,480,3,7,0
20210228,"ME","Asian",494,3,2021-02-28,20210221,487,3,7,0
20210307,"ME","Asian",502,3,2021-03-07,20210228,494,3,8,0
20200419,"ME","Black",41,1,2020-04-19,20200412,41,1,0,0
20200426,"ME","Black",41,1,2020-04-26,20200419,41,1,0,0
20200503,"ME","Black",41,1,2020-05-03,20200426,41,1,0,0
20200510,"ME","Black",73,1,2020-05-10,20200503,41,1,32,0
20200517,"ME","Black",140,1,2020-05-17,20200510,73,1,67,0
20200524,"ME","Black",235,1,2020-05-24,20200517,140,1,95,0
20200531,"ME","Black",350,1,2020-05-31,20200524,235,1,115,0
20200607,"ME","Black",526,1,2020-06-07,20200531,350,1,176,0
20200614,"ME","Black",638,1,2020-06-14,20200607,526,1,112,0
20200621,"ME","Black",719,1,2020-06-21,20200614,638,1,81,0
20200628,"ME","Black",761,2,2020-06-28,20200621,719,1,42,1
20200705,"ME","Black",803,2,2020-07-05,20200628,761,2,42,0
20200712,"ME","Black",816,2,2020-07-12,20200705,803,2,13,0
20200719,"ME","Black",839,2,2020-07-19,20200712,816,2,23,0
20200726,"ME","Black",859,3,2020-07-26,20200719,839,2,20,1
20200802,"ME","Black",874,4,2020-08-02,20200726,859,3,15,1
20200809,"ME","Black",892,4,2020-08-09,20200802,874,4,18,0
20200816,"ME","Black",910,4,2020-08-16,20200809,892,4,18,0
20200823,"ME","Black",922,4,2020-08-23,20200816,910,4,12,0
20200830,"ME","Black",934,4,2020-08-30,20200823,922,4,12,0
20200906,"ME","Black",942,4,2020-09-06,20200830,934,4,8,0
20200913,"ME","Black",954,4,2020-09-13,20200906,942,4,12,0
20200920,"ME","Black",964,4,2020-09-20,20200913,954,4,10,0
20200927,"ME","Black",978,4,2020-09-27,20200920,964,4,14,0
20201004,"ME","Black",980,4,2020-10-04,20200927,978,4,2,0
20201011,"ME","Black",986,4,2020-10-11,20201004,980,4,6,0
20201018,"ME","Black",991,4,2020-10-18,20201011,986,4,5,0
20201025,"ME","Black",995,4,2020-10-25,20201018,991,4,4,0
20201101,"ME","Black",1003,4,2020-11-01,20201025,995,4,8,0
20201108,"ME","Black",1028,4,2020-11-08,20201101,1003,4,25,0
20201115,"ME","Black",1051,4,2020-11-15,20201108,1028,4,23,0
20201122,"ME","Black",1101,4,2020-11-22,20201115,1051,4,50,0
20201129,"ME","Black",1146,4,2020-11-29,20201122,1101,4,45,0
20201206,"ME","Black",1218,5,2020-12-06,20201129,1146,4,72,1
20201213,"ME","Black",1342,5,2020-12-13,20201206,1218,5,124,0
20201220,"ME","Black",1358.83333333333,6,2020-12-20,20201213,1342,5,16.8333333333333,1
20201227,"ME","Black",1358.83333333333,6,2020-12-27,20201220,1358.83333333333,6,0,0
20210103,"ME","Black",1358.83333333333,7,2021-01-03,20201227,1358.83333333333,6,0,1
20210110,"ME","Black",1746,7.33333333333333,2021-01-10,20210103,1358.83333333333,7,387.166666666667,0.333333333333333
20210117,"ME","Black",1832,7.33333333333333,2021-01-17,20210110,1746,7.33333333333333,86,0
20210124,"ME","Black",1955,7.33333333333333,2021-01-24,20210117,1832,7.33333333333333,123,0
20210131,"ME","Black",2062,7.33333333333333,2021-01-31,20210124,1955,7.33333333333333,107,0
20210207,"ME","Black",2136,7.33333333333333,2021-02-07,20210131,2062,7.33333333333333,74,0
20210214,"ME","Black",2175,10,2021-02-14,20210207,2136,7.33333333333333,39,2.66666666666667
20210221,"ME","Black",2195,10,2021-02-21,20210214,2175,10,20,0
20210228,"ME","Black",2227,10,2021-02-28,20210221,2195,10,32,0
20210307,"ME","Black",2252,10,2021-03-07,20210228,2227,10,25,0
20200419,"ME","Multiracial",2,0,2020-04-19,20200412,2,0,0,0
20200426,"ME","Multiracial",2,0,2020-04-26,20200419,2,0,0,0
20200503,"ME","Multiracial",2,0,2020-05-03,20200426,2,0,0,0
20200510,"ME","Multiracial",2,0,2020-05-10,20200503,2,0,0,0
20200517,"ME","Multiracial",3,0,2020-05-17,20200510,2,0,1,0
20200524,"ME","Multiracial",4,0,2020-05-24,20200517,3,0,1,0
20200531,"ME","Multiracial",10,0,2020-05-31,20200524,4,0,6,0
20200607,"ME","Multiracial",11,0,2020-06-07,20200531,10,0,1,0
20200614,"ME","Multiracial",12,0,2020-06-14,20200607,11,0,1,0
20200621,"ME","Multiracial",13.6666666666667,0,2020-06-21,20200614,12,0,1.66666666666667,0
20200628,"ME","Multiracial",15,0,2020-06-28,20200621,13.6666666666667,0,1.33333333333333,0
20200705,"ME","Multiracial",21,0,2020-07-05,20200628,15,0,6,0
20200712,"ME","Multiracial",21,0,2020-07-12,20200705,21,0,0,0
20200719,"ME","Multiracial",25,0,2020-07-19,20200712,21,0,4,0
20200726,"ME","Multiracial",25.4705882352941,0,2020-07-26,20200719,25,0,0.470588235294116,0
20200802,"ME","Multiracial",25.4705882352941,0,2020-08-02,20200726,25.4705882352941,0,0,0
20200809,"ME","Multiracial",25.4705882352941,0,2020-08-09,20200802,25.4705882352941,0,0,0
20200816,"ME","Multiracial",25.4705882352941,0,2020-08-16,20200809,25.4705882352941,0,0,0
20200823,"ME","Multiracial",25.4705882352941,0,2020-08-23,20200816,25.4705882352941,0,0,0
20200830,"ME","Multiracial",25.4705882352941,0,2020-08-30,20200823,25.4705882352941,0,0,0
20200906,"ME","Multiracial",25.4705882352941,0,2020-09-06,20200830,25.4705882352941,0,0,0
20200913,"ME","Multiracial",25.4705882352941,0,2020-09-13,20200906,25.4705882352941,0,0,0
20200920,"ME","Multiracial",25.4705882352941,0,2020-09-20,20200913,25.4705882352941,0,0,0
20200927,"ME","Multiracial",25.5,0,2020-09-27,20200920,25.4705882352941,0,0.029411764705884,0
20201004,"ME","Multiracial",27,0,2020-10-04,20200927,25.5,0,1.5,0
20201011,"ME","Multiracial",31.5,0,2020-10-11,20201004,27,0,4.5,0
20201018,"ME","Multiracial",32,0,2020-10-18,20201011,31.5,0,0.5,0
20201025,"ME","Multiracial",36,0,2020-10-25,20201018,32,0,4,0
20201101,"ME","Multiracial",44.6666666666667,0,2020-11-01,20201025,36,0,8.66666666666666,0
20201108,"ME","Multiracial",44.6666666666667,0,2020-11-08,20201101,44.6666666666667,0,0,0
20201115,"ME","Multiracial",54,0,2020-11-15,20201108,44.6666666666667,0,9.33333333333334,0
20201122,"ME","Multiracial",74.3333333333333,0,2020-11-22,20201115,54,0,20.3333333333333,0
20201129,"ME","Multiracial",74.3333333333333,0,2020-11-29,20201122,74.3333333333333,0,0,0
20201206,"ME","Multiracial",83,0,2020-12-06,20201129,74.3333333333333,0,8.66666666666667,0
20201213,"ME","Multiracial",115,0,2020-12-13,20201206,83,0,32,0
20201220,"ME","Multiracial",158,0,2020-12-20,20201213,115,0,43,0
20201227,"ME","Multiracial",181,0,2020-12-27,20201220,158,0,23,0
20210103,"ME","Multiracial",223.263157894737,0,2021-01-03,20201227,181,0,42.2631578947368,0
20210110,"ME","Multiracial",223.263157894737,0,2021-01-10,20210103,223.263157894737,0,0,0
20210117,"ME","Multiracial",223.263157894737,0,2021-01-17,20210110,223.263157894737,0,0,0
20210124,"ME","Multiracial",223.263157894737,0,2021-01-24,20210117,223.263157894737,0,0,0
20210131,"ME","Multiracial",223.263157894737,0.363636363636364,2021-01-31,20210124,223.263157894737,0,0,0.363636363636364
20210207,"ME","Multiracial",223.263157894737,0.363636363636364,2021-02-07,20210131,223.263157894737,0.363636363636364,0,0
20210214,"ME","Multiracial",223.263157894737,0.363636363636364,2021-02-14,20210207,223.263157894737,0.363636363636364,0,0
20210221,"ME","Multiracial",223.263157894737,0.363636363636364,2021-02-21,20210214,223.263157894737,0.363636363636364,0,0
20210228,"ME","Multiracial",223.263157894737,0.363636363636364,2021-02-28,20210221,223.263157894737,0.363636363636364,0,0
20210307,"ME","Multiracial",223.263157894737,1,2021-03-07,20210228,223.263157894737,0.363636363636364,0,0.636363636363636
20200419,"ME","NHPI",1,0,2020-04-19,20200412,1,0,0,0
20200426,"ME","NHPI",1,0,2020-04-26,20200419,1,0,0,0
20200503,"ME","NHPI",1,0,2020-05-03,20200426,1,0,0,0
20200510,"ME","NHPI",1,0,2020-05-10,20200503,1,0,0,0
20200517,"ME","NHPI",1,0,2020-05-17,20200510,1,0,0,0
20200524,"ME","NHPI",1,0,2020-05-24,20200517,1,0,0,0
20200531,"ME","NHPI",1,0,2020-05-31,20200524,1,0,0,0
20200607,"ME","NHPI",1,0,2020-06-07,20200531,1,0,0,0
20200614,"ME","NHPI",1,0,2020-06-14,20200607,1,0,0,0
20200621,"ME","NHPI",1,0,2020-06-21,20200614,1,0,0,0
20200628,"ME","NHPI",1,0,2020-06-28,20200621,1,0,0,0
20200705,"ME","NHPI",2,0,2020-07-05,20200628,1,0,1,0
20200712,"ME","NHPI",2,0,2020-07-12,20200705,2,0,0,0
20200719,"ME","NHPI",2,0,2020-07-19,20200712,2,0,0,0
20200726,"ME","NHPI",2,0,2020-07-26,20200719,2,0,0,0
20200802,"ME","NHPI",2,0,2020-08-02,20200726,2,0,0,0
20200809,"ME","NHPI",2,0,2020-08-09,20200802,2,0,0,0
20200816,"ME","NHPI",2,0,2020-08-16,20200809,2,0,0,0
20200823,"ME","NHPI",2,0,2020-08-23,20200816,2,0,0,0
20200830,"ME","NHPI",2,0,2020-08-30,20200823,2,0,0,0
20200906,"ME","NHPI",2,0,2020-09-06,20200830,2,0,0,0
20200913,"ME","NHPI",3,0,2020-09-13,20200906,2,0,1,0
20200920,"ME","NHPI",3,0,2020-09-20,20200913,3,0,0,0
20200927,"ME","NHPI",3,0,2020-09-27,20200920,3,0,0,0
20201004,"ME","NHPI",3,0,2020-10-04,20200927,3,0,0,0
20201011,"ME","NHPI",3,0,2020-10-11,20201004,3,0,0,0
20201018,"ME","NHPI",3.66666666666667,0,2020-10-18,20201011,3,0,0.666666666666667,0
20201025,"ME","NHPI",3.66666666666667,0,2020-10-25,20201018,3.66666666666667,0,0,0
20201101,"ME","NHPI",4,0,2020-11-01,20201025,3.66666666666667,0,0.333333333333333,0
20201108,"ME","NHPI",4,0,2020-11-08,20201101,4,0,0,0
20201115,"ME","NHPI",4,0,2020-11-15,20201108,4,0,0,0
20201122,"ME","NHPI",5,0,2020-11-22,20201115,4,0,1,0
20201129,"ME","NHPI",5,0,2020-11-29,20201122,5,0,0,0
20201206,"ME","NHPI",6,0,2020-12-06,20201129,5,0,1,0
20201213,"ME","NHPI",10,0,2020-12-13,20201206,6,0,4,0
20201220,"ME","NHPI",10,0,2020-12-20,20201213,10,0,0,0
20201227,"ME","NHPI",11,0,2020-12-27,20201220,10,0,1,0
20210103,"ME","NHPI",13,0,2021-01-03,20201227,11,0,2,0
20210110,"ME","NHPI",14,0,2021-01-10,20210103,13,0,1,0
20210117,"ME","NHPI",15,0,2021-01-17,20210110,14,0,1,0
20210124,"ME","NHPI",16,0,2021-01-24,20210117,15,0,1,0
20210131,"ME","NHPI",17,0,2021-01-31,20210124,16,0,1,0
20210207,"ME","NHPI",17,0,2021-02-07,20210131,17,0,0,0
20210214,"ME","NHPI",18,0,2021-02-14,20210207,17,0,1,0
20210221,"ME","NHPI",22,0,2021-02-21,20210214,18,0,4,0
20210228,"ME","NHPI",22,0,2021-02-28,20210221,22,0,0,0
20210307,"ME","NHPI",26,0,2021-03-07,20210228,22,0,4,0
20200419,"ME","Other",18,0.396825396825397,2020-04-19,20200412,18,0.396825396825397,0,0
20200426,"ME","Other",18,0.396825396825397,2020-04-26,20200419,18,0.396825396825397,0,0
20200503,"ME","Other",18,0.396825396825397,2020-05-03,20200426,18,0.396825396825397,0,0
20200510,"ME","Other",26,0.396825396825397,2020-05-10,20200503,18,0.396825396825397,8,0
20200517,"ME","Other",37,0.396825396825397,2020-05-17,20200510,26,0.396825396825397,11,0
20200524,"ME","Other",42,0.396825396825397,2020-05-24,20200517,37,0.396825396825397,5,0
20200531,"ME","Other",49,0.396825396825397,2020-05-31,20200524,42,0.396825396825397,7,0
20200607,"ME","Other",53,0.396825396825397,2020-06-07,20200531,49,0.396825396825397,4,0
20200614,"ME","Other",57,0.396825396825397,2020-06-14,20200607,53,0.396825396825397,4,0
20200621,"ME","Other",64,0.396825396825397,2020-06-21,20200614,57,0.396825396825397,7,0
20200628,"ME","Other",81,0.396825396825397,2020-06-28,20200621,64,0.396825396825397,17,0
20200705,"ME","Other",93,0.396825396825397,2020-07-05,20200628,81,0.396825396825397,12,0
20200712,"ME","Other",104,0.396825396825397,2020-07-12,20200705,93,0.396825396825397,11,0
20200719,"ME","Other",114,0.396825396825397,2020-07-19,20200712,104,0.396825396825397,10,0
20200726,"ME","Other",115,0.396825396825397,2020-07-26,20200719,114,0.396825396825397,1,0
20200802,"ME","Other",117,0.396825396825397,2020-08-02,20200726,115,0.396825396825397,2,0
20200809,"ME","Other",121,0.396825396825397,2020-08-09,20200802,117,0.396825396825397,4,0
20200816,"ME","Other",127,0.396825396825397,2020-08-16,20200809,121,0.396825396825397,6,0
20200823,"ME","Other",135,0.396825396825397,2020-08-23,20200816,127,0.396825396825397,8,0
20200830,"ME","Other",135,0.396825396825397,2020-08-30,20200823,135,0.396825396825397,0,0
20200906,"ME","Other",139,0.396825396825397,2020-09-06,20200830,135,0.396825396825397,4,0
20200913,"ME","Other",139.5,0.396825396825397,2020-09-13,20200906,139,0.396825396825397,0.5,0
20200920,"ME","Other",141,0.396825396825397,2020-09-20,20200913,139.5,0.396825396825397,1.5,0
20200927,"ME","Other",144,0.396825396825397,2020-09-27,20200920,141,0.396825396825397,3,0
20201004,"ME","Other",147,0.396825396825397,2020-10-04,20200927,144,0.396825396825397,3,0
20201011,"ME","Other",150,0.396825396825397,2020-10-11,20201004,147,0.396825396825397,3,0
20201018,"ME","Other",157,0.396825396825397,2020-10-18,20201011,150,0.396825396825397,7,0
20201025,"ME","Other",165,0.396825396825397,2020-10-25,20201018,157,0.396825396825397,8,0
20201101,"ME","Other",178,0.396825396825397,2020-11-01,20201025,165,0.396825396825397,13,0
20201108,"ME","Other",199,0.396825396825397,2020-11-08,20201101,178,0.396825396825397,21,0
20201115,"ME","Other",218,0.396825396825397,2020-11-15,20201108,199,0.396825396825397,19,0
20201122,"ME","Other",249,1,2020-11-22,20201115,218,0.396825396825397,31,0.603174603174603
20201129,"ME","Other",278,3,2020-11-29,20201122,249,1,29,2
20201206,"ME","Other",316,4,2020-12-06,20201129,278,3,38,1
20201213,"ME","Other",356,4,2020-12-13,20201206,316,4,40,0
20201220,"ME","Other",418,4,2020-12-20,20201213,356,4,62,0
20201227,"ME","Other",489,4,2020-12-27,20201220,418,4,71,0
20210103,"ME","Other",584,4,2021-01-03,20201227,489,4,95,0
20210110,"ME","Other",647,4,2021-01-10,20210103,584,4,63,0
20210117,"ME","Other",735,4,2021-01-17,20210110,647,4,88,0
20210124,"ME","Other",785,4,2021-01-24,20210117,735,4,50,0
20210131,"ME","Other",837,4,2021-01-31,20210124,785,4,52,0
20210207,"ME","Other",864,4,2021-02-07,20210131,837,4,27,0
20210214,"ME","Other",875,6,2021-02-14,20210207,864,4,11,2
20210221,"ME","Other",886,6,2021-02-21,20210214,875,6,11,0
20210228,"ME","Other",897,6,2021-02-28,20210221,886,6,11,0
20210307,"ME","Other",907,6,2021-03-07,20210228,897,6,10,0
20200419,"ME","Unknown",250,26.530303030303,2020-04-19,20200412,250,26.530303030303,0,0
20200426,"ME","Unknown",250,26.530303030303,2020-04-26,20200419,250,26.530303030303,0,0
20200503,"ME","Unknown",340.5,26.530303030303,2020-05-03,20200426,250,26.530303030303,90.5,0
20200510,"ME","Unknown",399.5,26.530303030303,2020-05-10,20200503,340.5,26.530303030303,59,0
20200517,"ME","Unknown",399.5,26.530303030303,2020-05-17,20200510,399.5,26.530303030303,0,0
20200524,"ME","Unknown",399.5,26.530303030303,2020-05-24,20200517,399.5,26.530303030303,0,0
20200531,"ME","Unknown",399.5,26.530303030303,2020-05-31,20200524,399.5,26.530303030303,0,0
20200607,"ME","Unknown",399.5,26.530303030303,2020-06-07,20200531,399.5,26.530303030303,0,0
20200614,"ME","Unknown",399.5,26.530303030303,2020-06-14,20200607,399.5,26.530303030303,0,0
20200621,"ME","Unknown",399.5,26.530303030303,2020-06-21,20200614,399.5,26.530303030303,0,0
20200628,"ME","Unknown",399.5,26.530303030303,2020-06-28,20200621,399.5,26.530303030303,0,0
20200705,"ME","Unknown",399.5,26.530303030303,2020-07-05,20200628,399.5,26.530303030303,0,0
20200712,"ME","Unknown",399.5,26.530303030303,2020-07-12,20200705,399.5,26.530303030303,0,0
20200719,"ME","Unknown",399.5,26.530303030303,2020-07-19,20200712,399.5,26.530303030303,0,0
20200726,"ME","Unknown",399.5,26.530303030303,2020-07-26,20200719,399.5,26.530303030303,0,0
20200802,"ME","Unknown",399.5,26.530303030303,2020-08-02,20200726,399.5,26.530303030303,0,0
20200809,"ME","Unknown",399.5,26.530303030303,2020-08-09,20200802,399.5,26.530303030303,0,0
20200816,"ME","Unknown",399.5,26.530303030303,2020-08-16,20200809,399.5,26.530303030303,0,0
20200823,"ME","Unknown",399.5,26.530303030303,2020-08-23,20200816,399.5,26.530303030303,0,0
20200830,"ME","Unknown",423,26.530303030303,2020-08-30,20200823,399.5,26.530303030303,23.5,0
20200906,"ME","Unknown",442,26.530303030303,2020-09-06,20200830,423,26.530303030303,19,0
20200913,"ME","Unknown",442,26.530303030303,2020-09-13,20200906,442,26.530303030303,0,0
20200920,"ME","Unknown",458,26.530303030303,2020-09-20,20200913,442,26.530303030303,16,0
20200927,"ME","Unknown",469,26.530303030303,2020-09-27,20200920,458,26.530303030303,11,0
20201004,"ME","Unknown",481,26.530303030303,2020-10-04,20200927,469,26.530303030303,12,0
20201011,"ME","Unknown",485,26.530303030303,2020-10-11,20201004,481,26.530303030303,4,0
20201018,"ME","Unknown",508,26.530303030303,2020-10-18,20201011,485,26.530303030303,23,0
20201025,"ME","Unknown",529,26.530303030303,2020-10-25,20201018,508,26.530303030303,21,0
20201101,"ME","Unknown",575,26.530303030303,2020-11-01,20201025,529,26.530303030303,46,0
20201108,"ME","Unknown",697,26.530303030303,2020-11-08,20201101,575,26.530303030303,122,0
20201115,"ME","Unknown",796,26.530303030303,2020-11-15,20201108,697,26.530303030303,99,0
20201122,"ME","Unknown",886,26.530303030303,2020-11-22,20201115,796,26.530303030303,90,0
20201129,"ME","Unknown",955,27,2020-11-29,20201122,886,26.530303030303,69,0.469696969696969
20201206,"ME","Unknown",1106,45,2020-12-06,20201129,955,27,151,18
20201213,"ME","Unknown",1467,52,2020-12-13,20201206,1106,45,361,7
20201220,"ME","Unknown",1932,59,2020-12-20,20201213,1467,52,465,7
20201227,"ME","Unknown",2450,59,2020-12-27,20201220,1932,59,518,0
20210103,"ME","Unknown",3061,77,2021-01-03,20201227,2450,59,611,18
20210110,"ME","Unknown",3628,93.0714285714286,2021-01-10,20210103,3061,77,567,16.0714285714286
20210117,"ME","Unknown",4218,93.0714285714286,2021-01-17,20210110,3628,93.0714285714286,590,0
20210124,"ME","Unknown",4617,93.0714285714286,2021-01-24,20210117,4218,93.0714285714286,399,0
20210131,"ME","Unknown",4950,93.0714285714286,2021-01-31,20210124,4617,93.0714285714286,333,0
20210207,"ME","Unknown",5202,93.0714285714286,2021-02-07,20210131,4950,93.0714285714286,252,0
20210214,"ME","Unknown",5301,93.0714285714286,2021-02-14,20210207,5202,93.0714285714286,99,0
20210221,"ME","Unknown",5371,93.0714285714286,2021-02-21,20210214,5301,93.0714285714286,70,0
20210228,"ME","Unknown",5440,105,2021-02-28,20210221,5371,93.0714285714286,69,11.9285714285714
20210307,"ME","Unknown",5519,105,2021-03-07,20210228,5440,105,79,0
20200419,"ME","White",731,85,2020-04-19,20200412,731,85,0,0
20200426,"ME","White",731,85,2020-04-26,20200419,731,85,0,0
20200503,"ME","White",731,85,2020-05-03,20200426,731,85,0,0
20200510,"ME","White",829,85,2020-05-10,20200503,731,85,98,0
20200517,"ME","White",980,85,2020-05-17,20200510,829,85,151,0
20200524,"ME","White",1145,85,2020-05-24,20200517,980,85,165,0
20200531,"ME","White",1303,85,2020-05-31,20200524,1145,85,158,0
20200607,"ME","White",1558,85,2020-06-07,20200531,1303,85,255,0
20200614,"ME","White",1669,87,2020-06-14,20200607,1558,85,111,2
20200621,"ME","White",1751,89,2020-06-21,20200614,1669,87,82,2
20200628,"ME","White",1881,92,2020-06-28,20200621,1751,89,130,3
20200705,"ME","White",2009,94,2020-07-05,20200628,1881,92,128,2
20200712,"ME","White",2127,95,2020-07-12,20200705,2009,94,118,1
20200719,"ME","White",2214,104,2020-07-19,20200712,2127,95,87,9
20200726,"ME","White",2327,106,2020-07-26,20200719,2214,104,113,2
20200802,"ME","White",2438,107,2020-08-02,20200726,2327,106,111,1
20200809,"ME","White",2493,111,2020-08-09,20200802,2438,107,55,4
