"Date","State","Race","Cases","Deaths","DateAsDate"
20200802,"IL","NHPI",412,9,2020-08-02
20200809,"IL","NHPI",428,9,2020-08-09
20200816,"IL","NHPI",439,9,2020-08-16
20200823,"IL","NHPI",454,9,2020-08-23
20200830,"IL","NHPI",465,9,2020-08-30
20200906,"IL","NHPI",476,9,2020-09-06
20200913,"IL","NHPI",485,10,2020-09-13
20200920,"IL","NHPI",496,10,2020-09-20
20200927,"IL","NHPI",518,10,2020-09-27
20201004,"IL","NHPI",534,10,2020-10-04
20201011,"IL","NHPI",540,9,2020-10-11
20201018,"IL","NHPI",547,9,2020-10-18
20201025,"IL","NHPI",567,10,2020-10-25
20201101,"IL","NHPI",587,10,2020-11-01
20201108,"IL","NHPI",624,10,2020-11-08
20201115,"IL","NHPI",661,10,2020-11-15
20201122,"IL","NHPI",689,10,2020-11-22
20201129,"IL","NHPI",729,11,2020-11-29
20201206,"IL","NHPI",762,13,2020-12-06
20201213,"IL","NHPI",801,13,2020-12-13
20201220,"IL","NHPI",836,14,2020-12-20
20201227,"IL","NHPI",874,16,2020-12-27
20210103,"IL","NHPI",907,16,2021-01-03
20210110,"IL","NHPI",947,16,2021-01-10
20210117,"IL","NHPI",981,16,2021-01-17
20210124,"IL","NHPI",1006,18,2021-01-24
20210131,"IL","NHPI",1030,18,2021-01-31
20210207,"IL","NHPI",1054,18,2021-02-07
20210214,"IL","NHPI",1075,18,2021-02-14
20210221,"IL","NHPI",1101,19,2021-02-21
20210228,"IL","NHPI",1116,20,2021-02-28
20210307,"IL","NHPI",1125,20,2021-03-07
20200412,"IL","Other",988,12,2020-04-12
20200419,"IL","Other",1324,15,2020-04-19
20200426,"IL","Other",1834,19,2020-04-26
20200503,"IL","Other",2524,30,2020-05-03
20200510,"IL","Other",3142,27,2020-05-10
20200517,"IL","Other",3643,31,2020-05-17
20200524,"IL","Other",4037,36,2020-05-24
20200531,"IL","Other",4420,39,2020-05-31
20200607,"IL","Other",4623,41,2020-06-07
20200614,"IL","Other",4780,44,2020-06-14
20200621,"IL","Other",5218,51,2020-06-21
20200628,"IL","Other",5361,49,2020-06-28
20200705,"IL","Other",5493,48,2020-07-05
20200712,"IL","Other",5719,52,2020-07-12
20200719,"IL","Other",6015,50,2020-07-19
20200726,"IL","Other",6438,52,2020-07-26
20200802,"IL","Other",6716,49,2020-08-02
20200809,"IL","Other",7160,51,2020-08-09
20200816,"IL","Other",7661,52,2020-08-16
20200823,"IL","Other",8214,52,2020-08-23
20200830,"IL","Other",8643,53,2020-08-30
20200906,"IL","Other",9172,53,2020-09-06
20200913,"IL","Other",9550,48,2020-09-13
20200920,"IL","Other",9889,50,2020-09-20
20200927,"IL","Other",10338,47,2020-09-27
20201004,"IL","Other",10812,49,2020-10-04
20201011,"IL","Other",11369,48,2020-10-11
20201018,"IL","Other",12166,48,2020-10-18
20201025,"IL","Other",13150,49,2020-10-25
20201101,"IL","Other",14740,55,2020-11-01
20201108,"IL","Other",16992,52,2020-11-08
20201115,"IL","Other",19878,62,2020-11-15
20201122,"IL","Other",22541,64,2020-11-22
20201129,"IL","Other",24674,67,2020-11-29
20201206,"IL","Other",27031,82,2020-12-06
20201213,"IL","Other",29137,85,2020-12-13
20201220,"IL","Other",30708,94,2020-12-20
20201227,"IL","Other",32113,96,2020-12-27
20210103,"IL","Other",33627,102,2021-01-03
20210110,"IL","Other",35257,108,2021-01-10
20210117,"IL","Other",36673,110,2021-01-17
20210124,"IL","Other",37691,111,2021-01-24
20210131,"IL","Other",38475,115,2021-01-31
20210207,"IL","Other",39031,117,2021-02-07
20210214,"IL","Other",39473,119,2021-02-14
20210221,"IL","Other",39930,120,2021-02-21
20210228,"IL","Other",40417,120,2021-02-28
20210307,"IL","Other",41054,120,2021-03-07
20200412,"IL","Unknown",5936,41,2020-04-12
20200419,"IL","Unknown",7898,15,2020-04-19
20200426,"IL","Unknown",11341,19,2020-04-26
20200503,"IL","Unknown",16517,30,2020-05-03
20200510,"IL","Unknown",20344,27,2020-05-10
20200517,"IL","Unknown",23743,31,2020-05-17
20200524,"IL","Unknown",28204,36,2020-05-24
20200531,"IL","Unknown",30818,39,2020-05-31
20200607,"IL","Unknown",31888,41,2020-06-07
20200614,"IL","Unknown",32136,44,2020-06-14
20200621,"IL","Unknown",31497,51,2020-06-21
20200628,"IL","Unknown",32171,98,2020-06-28
20200705,"IL","Unknown",34555,307,2020-07-05
20200712,"IL","Unknown",36106,304,2020-07-12
20200719,"IL","Unknown",37997,299,2020-07-19
20200726,"IL","Unknown",40713,299,2020-07-26
20200802,"IL","Unknown",43517,305,2020-08-02
20200809,"IL","Unknown",46073,328,2020-08-09
20200816,"IL","Unknown",49412,336,2020-08-16
20200823,"IL","Unknown",53594,339,2020-08-23
20200830,"IL","Unknown",57836,341,2020-08-30
20200906,"IL","Unknown",63392,353,2020-09-06
20200913,"IL","Unknown",66839,364,2020-09-13
20200920,"IL","Unknown",70577,367,2020-09-20
20200927,"IL","Unknown",74874,354,2020-09-27
20201004,"IL","Unknown",78921,365,2020-10-04
20201011,"IL","Unknown",84001,370,2020-10-11
20201018,"IL","Unknown",91971,399,2020-10-18
20201025,"IL","Unknown",100535,430,2020-10-25
20201101,"IL","Unknown",116552,468,2020-11-01
20201108,"IL","Unknown",134276,538,2020-11-08
20201115,"IL","Unknown",165839,641,2020-11-15
20201122,"IL","Unknown",201184,802,2020-11-22
20201129,"IL","Unknown",229188,990,2020-11-29
20201206,"IL","Unknown",254612,1255,2020-12-06
20201213,"IL","Unknown",275425,1493,2020-12-13
20201220,"IL","Unknown",291678,1701,2020-12-20
20201227,"IL","Unknown",297952,1889,2020-12-27
20210103,"IL","Unknown",304743,2121,2021-01-03
20210110,"IL","Unknown",315902,2330,2021-01-10
20210117,"IL","Unknown",323028,2474,2021-01-17
20210124,"IL","Unknown",327427,2581,2021-01-24
20210131,"IL","Unknown",331019,2683,2021-01-31
20210207,"IL","Unknown",329876,2784,2021-02-07
20210214,"IL","Unknown",328273,2842,2021-02-14
20210221,"IL","Unknown",326477,2884,2021-02-21
20210228,"IL","Unknown",328090,2910,2021-02-28
20210307,"IL","Unknown",326589,2950,2021-03-07
20200412,"IL","White",5214,259,2020-04-12
20200419,"IL","White",7554,501,2020-04-19
20200426,"IL","White",10427,794,2020-04-26
20200503,"IL","White",13566,1096,2020-05-03
20200510,"IL","White",16390,1450,2020-05-10
20200517,"IL","White",19218,1785,2020-05-17
20200524,"IL","White",21659,2070,2020-05-24
20200531,"IL","White",23426,2324,2020-05-31
20200607,"IL","White",25020,2573,2020-06-07
20200614,"IL","White",26338,2770,2020-06-14
20200621,"IL","White",27901,2943,2020-06-21
20200628,"IL","White",29505,3061,2020-06-28
20200705,"IL","White",31143,3123,2020-07-05
20200712,"IL","White",33468,3199,2020-07-12
20200719,"IL","White",36127,3251,2020-07-19
20200726,"IL","White",39544,3294,2020-07-26
20200802,"IL","White",43426,3358,2020-08-02
20200809,"IL","White",48130,3425,2020-08-09
20200816,"IL","White",52502,3489,2020-08-16
20200823,"IL","White",57596,3579,2020-08-23
20200830,"IL","White",62559,3672,2020-08-30
20200906,"IL","White",68823,3780,2020-09-06
20200913,"IL","White",73743,3872,2020-09-13
20200920,"IL","White",78956,3965,2020-09-20
20200927,"IL","White",84430,4094,2020-09-27
20201004,"IL","White",89971,4221,2020-10-04
20201011,"IL","White",97533,4372,2020-10-11
20201018,"IL","White",107425,4531,2020-10-18
20201025,"IL","White",120359,4743,2020-10-25
20201101,"IL","White",135721,4944,2020-11-01
20201108,"IL","White",163066,5255,2020-11-08
20201115,"IL","White",194046,5648,2020-11-15
20201122,"IL","White",221179,6171,2020-11-22
20201129,"IL","White",241602,6633,2020-11-29
20201206,"IL","White",265890,7327,2020-12-06
20201213,"IL","White",289004,8017,2020-12-13
20201220,"IL","White",309007,8618,2020-12-20
20201227,"IL","White",327665,9096,2020-12-27
20210103,"IL","White",349595,9644,2021-01-03
20210110,"IL","White",372030,10175,2021-01-10
20210117,"IL","White",391270,10599,2021-01-17
20210124,"IL","White",408665,10929,2021-01-24
20210131,"IL","White",421319,11234,2021-01-31
20210207,"IL","White",434835,11488,2021-02-07
20210214,"IL","White",446425,11697,2021-02-14
20210221,"IL","White",455515,11892,2021-02-21
20210228,"IL","White",462072,12054,2021-02-28
20210307,"IL","White",470333,12202,2021-03-07
20200412,"IN","AIAN",NA,NA,2020-04-12
20200419,"IN","AIAN",NA,NA,2020-04-19
20200426,"IN","AIAN",NA,NA,2020-04-26
20200503,"IN","AIAN",NA,NA,2020-05-03
20200510,"IN","AIAN",NA,NA,2020-05-10
20200517,"IN","AIAN",NA,NA,2020-05-17
20200524,"IN","AIAN",NA,NA,2020-05-24
20200531,"IN","AIAN",NA,NA,2020-05-31
20200607,"IN","AIAN",NA,NA,2020-06-07
20200614,"IN","AIAN",NA,NA,2020-06-14
20200621,"IN","AIAN",NA,NA,2020-06-21
20200628,"IN","AIAN",NA,NA,2020-06-28
20200705,"IN","AIAN",NA,NA,2020-07-05
20200712,"IN","AIAN",NA,NA,2020-07-12
20200719,"IN","AIAN",NA,NA,2020-07-19
20200726,"IN","AIAN",NA,NA,2020-07-26
20200802,"IN","AIAN",NA,NA,2020-08-02
20200809,"IN","AIAN",NA,NA,2020-08-09
20200816,"IN","AIAN",NA,NA,2020-08-16
20200823,"IN","AIAN",NA,NA,2020-08-23
20200830,"IN","AIAN",NA,NA,2020-08-30
20200906,"IN","AIAN",NA,NA,2020-09-06
20200913,"IN","AIAN",NA,NA,2020-09-13
20200920,"IN","AIAN",NA,NA,2020-09-20
20200927,"IN","AIAN",NA,NA,2020-09-27
20201004,"IN","AIAN",NA,NA,2020-10-04
20201011,"IN","AIAN",NA,NA,2020-10-11
20201018,"IN","AIAN",NA,NA,2020-10-18
20201025,"IN","AIAN",NA,NA,2020-10-25
20201101,"IN","AIAN",NA,NA,2020-11-01
20201108,"IN","AIAN",NA,NA,2020-11-08
20201115,"IN","AIAN",NA,NA,2020-11-15
20201122,"IN","AIAN",NA,NA,2020-11-22
20201129,"IN","AIAN",NA,NA,2020-11-29
20201206,"IN","AIAN",NA,NA,2020-12-06
20201213,"IN","AIAN",NA,NA,2020-12-13
20201220,"IN","AIAN",NA,NA,2020-12-20
20201227,"IN","AIAN",NA,NA,2020-12-27
20210103,"IN","AIAN",NA,NA,2021-01-03
20210110,"IN","AIAN",NA,NA,2021-01-10
20210117,"IN","AIAN",NA,NA,2021-01-17
20210124,"IN","AIAN",NA,NA,2021-01-24
20210131,"IN","AIAN",NA,NA,2021-01-31
20210207,"IN","AIAN",NA,NA,2021-02-07
20210214,"IN","AIAN",NA,NA,2021-02-14
20210221,"IN","AIAN",NA,NA,2021-02-21
20210228,"IN","AIAN",NA,NA,2021-02-28
20210307,"IN","AIAN",NA,NA,2021-03-07
20200412,"IN","Asian",55,1,2020-04-12
20200419,"IN","Asian",89,2,2020-04-19
20200426,"IN","Asian",165,3,2020-04-26
20200503,"IN","Asian",298,4,2020-05-03
20200510,"IN","Asian",337,6,2020-05-10
20200517,"IN","Asian",416,6,2020-05-17
20200524,"IN","Asian",439,9,2020-05-24
20200531,"IN","Asian",484,9,2020-05-31
20200607,"IN","Asian",567,9,2020-06-07
20200614,"IN","Asian",627,10,2020-06-14
20200621,"IN","Asian",673,12,2020-06-21
20200628,"IN","Asian",692,13,2020-06-28
20200705,"IN","Asian",718,13,2020-07-05
20200712,"IN","Asian",738,13,2020-07-12
20200719,"IN","Asian",761,14,2020-07-19
20200726,"IN","Asian",811,14,2020-07-26
20200802,"IN","Asian",858,15,2020-08-02
20200809,"IN","Asian",906,16,2020-08-09
20200816,"IN","Asian",974,16,2020-08-16
20200823,"IN","Asian",1006,17,2020-08-23
20200830,"IN","Asian",1059,17,2020-08-30
20200906,"IN","Asian",1146,17,2020-09-06
20200913,"IN","Asian",1204,17,2020-09-13
20200920,"IN","Asian",1263,17,2020-09-20
20200927,"IN","Asian",1328,18,2020-09-27
20201004,"IN","Asian",1423,18,2020-10-04
20201011,"IN","Asian",1559,19,2020-10-11
20201018,"IN","Asian",1748,21,2020-10-18
20201025,"IN","Asian",1968,22,2020-10-25
20201101,"IN","Asian",2217,22,2020-11-01
20201108,"IN","Asian",2604,23,2020-11-08
20201115,"IN","Asian",3192,23,2020-11-15
20201122,"IN","Asian",3787,25,2020-11-22
20201129,"IN","Asian",4298,27,2020-11-29
20201206,"IN","Asian",4880,29,2020-12-06
20201213,"IN","Asian",5449,35,2020-12-13
20201220,"IN","Asian",5970,38,2020-12-20
20201227,"IN","Asian",6383,38,2020-12-27
20210103,"IN","Asian",6758,42,2021-01-03
20210110,"IN","Asian",7281,49,2021-01-10
20210117,"IN","Asian",7728,53,2021-01-17
20210124,"IN","Asian",8053,56,2021-01-24
20210131,"IN","Asian",8273,57,2021-01-31
20210207,"IN","Asian",8493,62,2021-02-07
20210214,"IN","Asian",8659,64,2021-02-14
20210221,"IN","Asian",8786,67,2021-02-21
20210228,"IN","Asian",8886,69,2021-02-28
20210307,"IN","Asian",8987,70,2021-03-07
20200412,"IN","Black",1331,68,2020-04-12
20200419,"IN","Black",1961,106,2020-04-19
20200426,"IN","Black",2356,134,2020-04-26
20200503,"IN","Black",2970,191,2020-05-03
20200510,"IN","Black",3353,220,2020-05-10
20200517,"IN","Black",3916,250,2020-05-17
20200524,"IN","Black",4361,277,2020-05-24
20200531,"IN","Black",4529,298,2020-05-31
20200607,"IN","Black",4941,326,2020-06-07
20200614,"IN","Black",5126,339,2020-06-14
20200621,"IN","Black",5317,351,2020-06-21
20200628,"IN","Black",5513,355,2020-06-28
20200705,"IN","Black",5769,362,2020-07-05
20200712,"IN","Black",6099,370,2020-07-12
20200719,"IN","Black",6564,373,2020-07-19
20200726,"IN","Black",6966,382,2020-07-26
20200802,"IN","Black",7641,388,2020-08-02
20200809,"IN","Black",8322,398,2020-08-09
20200816,"IN","Black",8925,409,2020-08-16
20200823,"IN","Black",9412,418,2020-08-23
20200830,"IN","Black",9770,426,2020-08-30
20200906,"IN","Black",10230,432,2020-09-06
20200913,"IN","Black",10560,439,2020-09-13
20200920,"IN","Black",10911,442,2020-09-20
20200927,"IN","Black",11304,445,2020-09-27
20201004,"IN","Black",11801,451,2020-10-04
20201011,"IN","Black",12330,454,2020-10-11
20201018,"IN","Black",12993,462,2020-10-18
20201025,"IN","Black",13718,469,2020-10-25
20201101,"IN","Black",14656,481,2020-11-01
20201108,"IN","Black",15948,492,2020-11-08
20201115,"IN","Black",18062,500,2020-11-15
20201122,"IN","Black",20548,518,2020-11-22
20201129,"IN","Black",22837,539,2020-11-29
20201206,"IN","Black",25489,571,2020-12-06
20201213,"IN","Black",28361,602,2020-12-13
20201220,"IN","Black",30940,634,2020-12-20
20201227,"IN","Black",33006,657,2020-12-27
20210103,"IN","Black",58910,685,2021-01-03
20210110,"IN","Black",36770,715,2021-01-10
20210117,"IN","Black",38768,734,2021-01-17
20210124,"IN","Black",40245,759,2021-01-24
20210131,"IN","Black",41432,787,2021-01-31
20210207,"IN","Black",42419,877,2021-02-07
20210214,"IN","Black",43111,904,2021-02-14
20210221,"IN","Black",43596,914,2021-02-21
20210228,"IN","Black",44033,927,2021-02-28
20210307,"IN","Black",44471,939,2021-03-07
20200412,"IN","Latinx",NA,NA,2020-04-12
20200419,"IN","Latinx",NA,NA,2020-04-19
20200426,"IN","Latinx",NA,NA,2020-04-26
20200503,"IN","Latinx",NA,NA,2020-05-03
20200510,"IN","Latinx",NA,NA,2020-05-10
20200517,"IN","Latinx",NA,NA,2020-05-17
20200524,"IN","Latinx",NA,NA,2020-05-24
20200531,"IN","Latinx",NA,NA,2020-05-31
20200607,"IN","Latinx",NA,NA,2020-06-07
20200614,"IN","Latinx",NA,NA,2020-06-14
20200621,"IN","Latinx",NA,NA,2020-06-21
20200628,"IN","Latinx",NA,NA,2020-06-28
20200705,"IN","Latinx",NA,NA,2020-07-05
20200712,"IN","Latinx",NA,NA,2020-07-12
20200719,"IN","Latinx",NA,NA,2020-07-19
20200726,"IN","Latinx",NA,NA,2020-07-26
20200802,"IN","Latinx",NA,NA,2020-08-02
20200809,"IN","Latinx",NA,NA,2020-08-09
20200816,"IN","Latinx",NA,NA,2020-08-16
20200823,"IN","Latinx",NA,NA,2020-08-23
20200830,"IN","Latinx",NA,NA,2020-08-30
20200906,"IN","Latinx",NA,NA,2020-09-06
20200913,"IN","Latinx",NA,NA,2020-09-13
20200920,"IN","Latinx",NA,NA,2020-09-20
20200927,"IN","Latinx",NA,NA,2020-09-27
20201004,"IN","Latinx",NA,NA,2020-10-04
20201011,"IN","Latinx",NA,NA,2020-10-11
20201018,"IN","Latinx",NA,NA,2020-10-18
20201025,"IN","Latinx",NA,NA,2020-10-25
20201101,"IN","Latinx",NA,NA,2020-11-01
20201108,"IN","Latinx",NA,NA,2020-11-08
20201115,"IN","Latinx",NA,NA,2020-11-15
20201122,"IN","Latinx",NA,NA,2020-11-22
20201129,"IN","Latinx",NA,NA,2020-11-29
20201206,"IN","Latinx",NA,NA,2020-12-06
20201213,"IN","Latinx",NA,NA,2020-12-13
20201220,"IN","Latinx",NA,NA,2020-12-20
20201227,"IN","Latinx",NA,NA,2020-12-27
20210103,"IN","Latinx",NA,NA,2021-01-03
20210110,"IN","Latinx",NA,NA,2021-01-10
20210117,"IN","Latinx",NA,NA,2021-01-17
20210124,"IN","Latinx",NA,NA,2021-01-24
20210131,"IN","Latinx",NA,NA,2021-01-31
20210207,"IN","Latinx",NA,NA,2021-02-07
20210214,"IN","Latinx",NA,NA,2021-02-14
20210221,"IN","Latinx",NA,NA,2021-02-21
20210228,"IN","Latinx",NA,NA,2021-02-28
20210307,"IN","Latinx",NA,NA,2021-03-07
20200412,"IN","Multiracial",NA,NA,2020-04-12
20200419,"IN","Multiracial",NA,NA,2020-04-19
20200426,"IN","Multiracial",NA,NA,2020-04-26
20200503,"IN","Multiracial",NA,NA,2020-05-03
20200510,"IN","Multiracial",NA,NA,2020-05-10
20200517,"IN","Multiracial",NA,NA,2020-05-17
20200524,"IN","Multiracial",NA,NA,2020-05-24
20200531,"IN","Multiracial",NA,NA,2020-05-31
20200607,"IN","Multiracial",NA,NA,2020-06-07
20200614,"IN","Multiracial",NA,NA,2020-06-14
20200621,"IN","Multiracial",NA,NA,2020-06-21
20200628,"IN","Multiracial",NA,NA,2020-06-28
20200705,"IN","Multiracial",NA,NA,2020-07-05
20200712,"IN","Multiracial",NA,NA,2020-07-12
20200719,"IN","Multiracial",NA,NA,2020-07-19
20200726,"IN","Multiracial",NA,NA,2020-07-26
20200802,"IN","Multiracial",NA,NA,2020-08-02
20200809,"IN","Multiracial",NA,NA,2020-08-09
20200816,"IN","Multiracial",NA,NA,2020-08-16
20200823,"IN","Multiracial",NA,NA,2020-08-23
20200830,"IN","Multiracial",NA,NA,2020-08-30
20200906,"IN","Multiracial",NA,NA,2020-09-06
20200913,"IN","Multiracial",NA,NA,2020-09-13
20200920,"IN","Multiracial",NA,NA,2020-09-20
20200927,"IN","Multiracial",NA,NA,2020-09-27
20201004,"IN","Multiracial",NA,NA,2020-10-04
20201011,"IN","Multiracial",NA,NA,2020-10-11
20201018,"IN","Multiracial",NA,NA,2020-10-18
20201025,"IN","Multiracial",NA,NA,2020-10-25
20201101,"IN","Multiracial",NA,NA,2020-11-01
20201108,"IN","Multiracial",NA,NA,2020-11-08
20201115,"IN","Multiracial",NA,NA,2020-11-15
20201122,"IN","Multiracial",NA,NA,2020-11-22
20201129,"IN","Multiracial",NA,NA,2020-11-29
20201206,"IN","Multiracial",NA,NA,2020-12-06
20201213,"IN","Multiracial",NA,NA,2020-12-13
20201220,"IN","Multiracial",NA,NA,2020-12-20
20201227,"IN","Multiracial",NA,NA,2020-12-27
20210103,"IN","Multiracial",NA,NA,2021-01-03
20210110,"IN","Multiracial",NA,NA,2021-01-10
20210117,"IN","Multiracial",NA,NA,2021-01-17
20210124,"IN","Multiracial",NA,NA,2021-01-24
20210131,"IN","Multiracial",NA,NA,2021-01-31
20210207,"IN","Multiracial",NA,NA,2021-02-07
20210214,"IN","Multiracial",NA,NA,2021-02-14
20210221,"IN","Multiracial",NA,NA,2021-02-21
20210228,"IN","Multiracial",NA,NA,2021-02-28
20210307,"IN","Multiracial",NA,NA,2021-03-07
20200412,"IN","NHPI",NA,NA,2020-04-12
20200419,"IN","NHPI",NA,NA,2020-04-19
20200426,"IN","NHPI",NA,NA,2020-04-26
20200503,"IN","NHPI",NA,NA,2020-05-03
20200510,"IN","NHPI",NA,NA,2020-05-10
20200517,"IN","NHPI",NA,NA,2020-05-17
20200524,"IN","NHPI",NA,NA,2020-05-24
20200531,"IN","NHPI",NA,NA,2020-05-31
20200607,"IN","NHPI",NA,NA,2020-06-07
20200614,"IN","NHPI",NA,NA,2020-06-14
20200621,"IN","NHPI",NA,NA,2020-06-21
20200628,"IN","NHPI",NA,NA,2020-06-28
20200705,"IN","NHPI",NA,NA,2020-07-05
20200712,"IN","NHPI",NA,NA,2020-07-12
20200719,"IN","NHPI",NA,NA,2020-07-19
20200726,"IN","NHPI",NA,NA,2020-07-26
20200802,"IN","NHPI",NA,NA,2020-08-02
20200809,"IN","NHPI",NA,NA,2020-08-09
20200816,"IN","NHPI",NA,NA,2020-08-16
20200823,"IN","NHPI",NA,NA,2020-08-23
20200830,"IN","NHPI",NA,NA,2020-08-30
20200906,"IN","NHPI",NA,NA,2020-09-06
20200913,"IN","NHPI",NA,NA,2020-09-13
20200920,"IN","NHPI",NA,NA,2020-09-20
20200927,"IN","NHPI",NA,NA,2020-09-27
20201004,"IN","NHPI",NA,NA,2020-10-04
20201011,"IN","NHPI",NA,NA,2020-10-11
20201018,"IN","NHPI",NA,NA,2020-10-18
20201025,"IN","NHPI",NA,NA,2020-10-25
20201101,"IN","NHPI",NA,NA,2020-11-01
20201108,"IN","NHPI",NA,NA,2020-11-08
20201115,"IN","NHPI",NA,NA,2020-11-15
20201122,"IN","NHPI",NA,NA,2020-11-22
20201129,"IN","NHPI",NA,NA,2020-11-29
20201206,"IN","NHPI",NA,NA,2020-12-06
20201213,"IN","NHPI",NA,NA,2020-12-13
20201220,"IN","NHPI",NA,NA,2020-12-20
20201227,"IN","NHPI",NA,NA,2020-12-27
20210103,"IN","NHPI",NA,NA,2021-01-03
20210110,"IN","NHPI",NA,NA,2021-01-10
20210117,"IN","NHPI",NA,NA,2021-01-17
20210124,"IN","NHPI",NA,NA,2021-01-24
20210131,"IN","NHPI",NA,NA,2021-01-31
20210207,"IN","NHPI",NA,NA,2021-02-07
20210214,"IN","NHPI",NA,NA,2021-02-14
20210221,"IN","NHPI",NA,NA,2021-02-21
20210228,"IN","NHPI",NA,NA,2021-02-28
20210307,"IN","NHPI",NA,NA,2021-03-07
20200412,"IN","Other",919,24,2020-04-12
20200419,"IN","Other",1446,47,2020-04-19
20200426,"IN","Other",2056,90,2020-04-26
20200503,"IN","Other",2950,127,2020-05-03
20200510,"IN","Other",3739,158,2020-05-10
20200517,"IN","Other",4611,184,2020-05-17
20200524,"IN","Other",5428,213,2020-05-24
20200531,"IN","Other",5912,239,2020-05-31
20200607,"IN","Other",6774,260,2020-06-07
20200614,"IN","Other",7235,291,2020-06-14
20200621,"IN","Other",7644,300,2020-06-21
20200628,"IN","Other",8065,313,2020-06-28
20200705,"IN","Other",8531,326,2020-07-05
20200712,"IN","Other",8989,337,2020-07-12
20200719,"IN","Other",9651,350,2020-07-19
20200726,"IN","Other",10184,362,2020-07-26
20200802,"IN","Other",11015,368,2020-08-02
20200809,"IN","Other",11763,377,2020-08-09
20200816,"IN","Other",12444,385,2020-08-16
20200823,"IN","Other",13076,403,2020-08-23
20200830,"IN","Other",13803,408,2020-08-30
20200906,"IN","Other",14780,417,2020-09-06
20200913,"IN","Other",15531,423,2020-09-13
20200920,"IN","Other",16297,428,2020-09-20
20200927,"IN","Other",16995,445,2020-09-27
20201004,"IN","Other",17915,460,2020-10-04
20201011,"IN","Other",18918,480,2020-10-11
20201018,"IN","Other",20261,499,2020-10-18
20201025,"IN","Other",21850,531,2020-10-25
20201101,"IN","Other",23612,561,2020-11-01
20201108,"IN","Other",26018,590,2020-11-08
20201115,"IN","Other",29568,623,2020-11-15
20201122,"IN","Other",33415,673,2020-11-22
20201129,"IN","Other",37559,726,2020-11-29
20201206,"IN","Other",42977,787,2020-12-06
20201213,"IN","Other",48043,868,2020-12-13
20201220,"IN","Other",52369,944,2020-12-20
20201227,"IN","Other",55906,1008,2020-12-27
20210103,"IN","Other",58910,1088,2021-01-03
20210110,"IN","Other",62240,1152,2021-01-10
20210117,"IN","Other",65116,1192,2021-01-17
20210124,"IN","Other",67247,1240,2021-01-24
20210131,"IN","Other",68784,1264,2021-01-31
20210207,"IN","Other",70183,1465,2021-02-07
20210214,"IN","Other",71043,1518,2021-02-14
20210221,"IN","Other",71682,1543,2021-02-21
20210228,"IN","Other",72251,1569,2021-02-28
20210307,"IN","Other",72744,1591,2021-03-07
20200412,"IN","Unknown",1889,31,2020-04-12
20200419,"IN","Unknown",2109,33,2020-04-19
20200426,"IN","Unknown",3425,56,2020-04-26
20200503,"IN","Unknown",4564,84,2020-05-03
20200510,"IN","Unknown",6296,131,2020-05-10
20200517,"IN","Unknown",6305,118,2020-05-17
20200524,"IN","Unknown",7153,122,2020-05-24
20200531,"IN","Unknown",8850,147,2020-05-31
20200607,"IN","Unknown",8653,151,2020-06-07
20200614,"IN","Unknown",9368,165,2020-06-14
20200621,"IN","Unknown",10021,185,2020-06-21
20200628,"IN","Unknown",10615,181,2020-06-28
20200705,"IN","Unknown",11352,373,2020-07-05
20200712,"IN","Unknown",12292,378,2020-07-12
20200719,"IN","Unknown",13491,381,2020-07-19
20200726,"IN","Unknown",15811,402,2020-07-26
20200802,"IN","Unknown",16115,406,2020-08-02
20200809,"IN","Unknown",17473,412,2020-08-09
20200816,"IN","Unknown",18414,423,2020-08-16
20200823,"IN","Unknown",19251,437,2020-08-23
20200830,"IN","Unknown",21684,460,2020-08-30
20200906,"IN","Unknown",21688,450,2020-09-06
20200913,"IN","Unknown",22827,452,2020-09-13
20200920,"IN","Unknown",23497,456,2020-09-20
20200927,"IN","Unknown",24432,466,2020-09-27
20201004,"IN","Unknown",25608,474,2020-10-04
20201011,"IN","Unknown",27077,476,2020-10-11
20201018,"IN","Unknown",28999,495,2020-10-18
20201025,"IN","Unknown",31457,511,2020-10-25
20201101,"IN","Unknown",34754,525,2020-11-01
20201108,"IN","Unknown",39982,539,2020-11-08
20201115,"IN","Unknown",47990,552,2020-11-15
20201122,"IN","Unknown",55510,583,2020-11-22
20201129,"IN","Unknown",59570,602,2020-11-29
20201206,"IN","Unknown",66784,683,2020-12-06
20201213,"IN","Unknown",71270,721,2020-12-13
20201220,"IN","Unknown",74973,751,2020-12-20
20201227,"IN","Unknown",75262,743,2020-12-27
20210103,"IN","Unknown",81443,850,2021-01-03
20210110,"IN","Unknown",86980,907,2021-01-10
20210117,"IN","Unknown",87230,894,2021-01-17
20210124,"IN","Unknown",88696,901,2021-01-24
20210131,"IN","Unknown",88931,897,2021-01-31
20210207,"IN","Unknown",88946,1031,2021-02-07
20210214,"IN","Unknown",88905,1039,2021-02-14
20210221,"IN","Unknown",88774,1044,2021-02-21
20210228,"IN","Unknown",88910,1043,2021-02-28
20210307,"IN","Unknown",88795,1041,2021-03-07
20200412,"IN","White",3734,219,2020-04-12
20200419,"IN","White",5605,374,2020-04-19
20200426,"IN","White",7010,530,2020-04-26
20200503,"IN","White",9149,724,2020-05-03
20200510,"IN","White",10398,860,2020-05-10
20200517,"IN","White",12527,1046,2020-05-17
20200524,"IN","White",14025,1200,2020-05-24
20200531,"IN","White",14797,1272,2020-05-31
