"Date","State","Race","Cases","Deaths","DateAsDate"
20200607,"IN","White",16462,1375,2020-06-07
20200614,"IN","White",17553,1435,2020-06-14
20200621,"IN","White",18786,1502,2020-06-21
20200628,"IN","White",20045,1565,2020-06-28
20200705,"IN","White",21638,1619,2020-07-05
20200712,"IN","White",23494,1662,2020-07-12
20200719,"IN","White",26104,1704,2020-07-19
20200726,"IN","White",28600,1743,2020-07-26
20200802,"IN","White",32228,1798,2020-08-02
20200809,"IN","White",35864,1838,2020-08-09
20200816,"IN","White",39658,1900,2020-08-16
20200823,"IN","White",43187,1945,2020-08-23
20200830,"IN","White",46997,1980,2020-08-30
20200906,"IN","White",51960,2048,2020-09-06
20200913,"IN","White",55682,2107,2020-09-13
20200920,"IN","White",59537,2163,2020-09-20
20200927,"IN","White",63391,2206,2020-09-27
20201004,"IN","White",68399,2271,2020-10-04
20201011,"IN","White",75097,2360,2020-10-11
20201018,"IN","White",83581,2460,2020-10-18
20201025,"IN","White",93614,2597,2020-10-25
20201101,"IN","White",106869,2775,2020-11-01
20201108,"IN","White",125822,2985,2020-11-08
20201115,"IN","White",152785,3212,2020-11-15
20201122,"IN","White",182097,3506,2020-11-22
20201129,"IN","White",209048,3791,2020-11-29
20201206,"IN","White",241487,4172,2020-12-06
20201213,"IN","White",272311,4579,2020-12-13
20201220,"IN","White",300102,5037,2020-12-20
20201227,"IN","White",323284,5397,2020-12-27
20210103,"IN","White",344250,5810,2021-01-03
20210110,"IN","White",370382,6162,2021-01-10
20210117,"IN","White",391369,6437,2021-01-17
20210124,"IN","White",406798,6760,2021-01-24
20210131,"IN","White",419262,6969,2021-01-31
20210207,"IN","White",429670,8382,2021-02-07
20210214,"IN","White",437157,8648,2021-02-14
20210221,"IN","White",442703,8804,2021-02-21
20210228,"IN","White",447593,8965,2021-02-28
20210307,"IN","White",452265,9096,2021-03-07
20200412,"KS","AIAN",9,1,2020-04-12
20200419,"KS","AIAN",9,1,2020-04-19
20200426,"KS","AIAN",12,1,2020-04-26
20200503,"KS","AIAN",17,1,2020-05-03
20200510,"KS","AIAN",23,1,2020-05-10
20200517,"KS","AIAN",25,1,2020-05-17
20200524,"KS","AIAN",37,1,2020-05-24
20200531,"KS","AIAN",51,1,2020-05-31
20200607,"KS","AIAN",65,1,2020-06-07
20200614,"KS","AIAN",73,2,2020-06-14
20200621,"KS","AIAN",83,2,2020-06-21
20200628,"KS","AIAN",99,2,2020-06-28
20200705,"KS","AIAN",111,2,2020-07-05
20200712,"KS","AIAN",122,2,2020-07-12
20200719,"KS","AIAN",149,2,2020-07-19
20200726,"KS","AIAN",170,3,2020-07-26
20200802,"KS","AIAN",184,3,2020-08-02
20200809,"KS","AIAN",203,3,2020-08-09
20200816,"KS","AIAN",236,3,2020-08-16
20200823,"KS","AIAN",265,3,2020-08-23
20200830,"KS","AIAN",290,4,2020-08-30
20200906,"KS","AIAN",328,4,2020-09-06
20200913,"KS","AIAN",361,4,2020-09-13
20200920,"KS","AIAN",389,6,2020-09-20
20200927,"KS","AIAN",421,7,2020-09-27
20201004,"KS","AIAN",483,7,2020-10-04
20201011,"KS","AIAN",517,9,2020-10-11
20201018,"KS","AIAN",536,11,2020-10-18
20201025,"KS","AIAN",562,11,2020-10-25
20201101,"KS","AIAN",623,12,2020-11-01
20201108,"KS","AIAN",740,14,2020-11-08
20201115,"KS","AIAN",847,14,2020-11-15
20201122,"KS","AIAN",979,15,2020-11-22
20201129,"KS","AIAN",1071,15,2020-11-29
20201206,"KS","AIAN",1169,16,2020-12-06
20201213,"KS","AIAN",1276,19,2020-12-13
20201220,"KS","AIAN",1359,20,2020-12-20
20201227,"KS","AIAN",1406,20,2020-12-27
20210103,"KS","AIAN",1510,24,2021-01-03
20210110,"KS","AIAN",1623,25,2021-01-10
20210117,"KS","AIAN",1740,26,2021-01-17
20210124,"KS","AIAN",1832,27,2021-01-24
20210131,"KS","AIAN",1909,29,2021-01-31
20210207,"KS","AIAN",1964,32,2021-02-07
20210214,"KS","AIAN",1999,35,2021-02-14
20210221,"KS","AIAN",2037,36,2021-02-21
20210228,"KS","AIAN",2059,37,2021-02-28
20210307,"KS","AIAN",2074,38,2021-03-07
20200412,"KS","Asian",27,0,2020-04-12
20200419,"KS","Asian",27,0,2020-04-19
20200426,"KS","Asian",78,0,2020-04-26
20200503,"KS","Asian",224,0,2020-05-03
20200510,"KS","Asian",394,9,2020-05-10
20200517,"KS","Asian",449,1,2020-05-17
20200524,"KS","Asian",562,3,2020-05-24
20200531,"KS","Asian",601,4,2020-05-31
20200607,"KS","Asian",653,5,2020-06-07
20200614,"KS","Asian",685,7,2020-06-14
20200621,"KS","Asian",727,9,2020-06-21
20200628,"KS","Asian",751,9,2020-06-28
20200705,"KS","Asian",779,9,2020-07-05
20200712,"KS","Asian",817,9,2020-07-12
20200719,"KS","Asian",856,9,2020-07-19
20200726,"KS","Asian",913,9,2020-07-26
20200802,"KS","Asian",976,9,2020-08-02
20200809,"KS","Asian",1023,9,2020-08-09
20200816,"KS","Asian",1072,10,2020-08-16
20200823,"KS","Asian",1122,11,2020-08-23
20200830,"KS","Asian",1206,11,2020-08-30
20200906,"KS","Asian",1268,13,2020-09-06
20200913,"KS","Asian",1311,13,2020-09-13
20200920,"KS","Asian",1379,13,2020-09-20
20200927,"KS","Asian",1444,13,2020-09-27
20201004,"KS","Asian",1521,15,2020-10-04
20201011,"KS","Asian",1568,16,2020-10-11
20201018,"KS","Asian",1627,17,2020-10-18
20201025,"KS","Asian",1677,18,2020-10-25
20201101,"KS","Asian",1800,19,2020-11-01
20201108,"KS","Asian",1967,20,2020-11-08
20201115,"KS","Asian",2192,20,2020-11-15
20201122,"KS","Asian",2430,25,2020-11-22
20201129,"KS","Asian",2679,25,2020-11-29
20201206,"KS","Asian",2919,26,2020-12-06
20201213,"KS","Asian",3241,28,2020-12-13
20201220,"KS","Asian",3512,30,2020-12-20
20201227,"KS","Asian",3702,31,2020-12-27
20210103,"KS","Asian",4056,35,2021-01-03
20210110,"KS","Asian",4354,37,2021-01-10
20210117,"KS","Asian",4631,39,2021-01-17
20210124,"KS","Asian",4823,41,2021-01-24
20210131,"KS","Asian",4980,45,2021-01-31
20210207,"KS","Asian",5123,51,2021-02-07
20210214,"KS","Asian",5221,57,2021-02-14
20210221,"KS","Asian",5344,58,2021-02-21
20210228,"KS","Asian",5435,61,2021-02-28
20210307,"KS","Asian",5525,64,2021-03-07
20200412,"KS","Black",314,27,2020-04-12
20200419,"KS","Black",314,27,2020-04-19
20200426,"KS","Black",386,35,2020-04-26
20200503,"KS","Black",535,41,2020-05-03
20200510,"KS","Black",723,47,2020-05-10
20200517,"KS","Black",822,53,2020-05-17
20200524,"KS","Black",911,56,2020-05-24
20200531,"KS","Black",959,59,2020-05-31
20200607,"KS","Black",1024,60,2020-06-07
20200614,"KS","Black",1081,60,2020-06-14
20200621,"KS","Black",1136,60,2020-06-21
20200628,"KS","Black",1223,61,2020-06-28
20200705,"KS","Black",1341,61,2020-07-05
20200712,"KS","Black",1474,61,2020-07-12
20200719,"KS","Black",1644,64,2020-07-19
20200726,"KS","Black",1844,63,2020-07-26
20200802,"KS","Black",2059,65,2020-08-02
20200809,"KS","Black",2280,67,2020-08-09
20200816,"KS","Black",2539,68,2020-08-16
20200823,"KS","Black",2827,69,2020-08-23
20200830,"KS","Black",3129,70,2020-08-30
20200906,"KS","Black",3376,75,2020-09-06
20200913,"KS","Black",3542,79,2020-09-13
20200920,"KS","Black",3765,84,2020-09-20
20200927,"KS","Black",4013,85,2020-09-27
20201004,"KS","Black",4219,87,2020-10-04
20201011,"KS","Black",4446,90,2020-10-11
20201018,"KS","Black",4699,95,2020-10-18
20201025,"KS","Black",4954,101,2020-10-25
20201101,"KS","Black",5317,104,2020-11-01
20201108,"KS","Black",5843,107,2020-11-08
20201115,"KS","Black",6585,112,2020-11-15
20201122,"KS","Black",7317,115,2020-11-22
20201129,"KS","Black",8073,118,2020-11-29
20201206,"KS","Black",8690,126,2020-12-06
20201213,"KS","Black",9396,135,2020-12-13
20201220,"KS","Black",10033,140,2020-12-20
20201227,"KS","Black",10502,142,2020-12-27
20210103,"KS","Black",13452,152,2021-01-03
20210110,"KS","Black",11749,164,2021-01-10
20210117,"KS","Black",12389,179,2021-01-17
20210124,"KS","Black",12920,185,2021-01-24
20210131,"KS","Black",13321,192,2021-01-31
20210207,"KS","Black",13617,204,2021-02-07
20210214,"KS","Black",13826,214,2021-02-14
20210221,"KS","Black",14056,227,2021-02-21
20210228,"KS","Black",14199,230,2021-02-28
20210307,"KS","Black",14330,235,2021-03-07
20200412,"KS","Latinx",NA,NA,2020-04-12
20200419,"KS","Latinx",NA,NA,2020-04-19
20200426,"KS","Latinx",NA,NA,2020-04-26
20200503,"KS","Latinx",NA,NA,2020-05-03
20200510,"KS","Latinx",NA,NA,2020-05-10
20200517,"KS","Latinx",NA,NA,2020-05-17
20200524,"KS","Latinx",NA,NA,2020-05-24
20200531,"KS","Latinx",NA,NA,2020-05-31
20200607,"KS","Latinx",NA,NA,2020-06-07
20200614,"KS","Latinx",NA,NA,2020-06-14
20200621,"KS","Latinx",NA,NA,2020-06-21
20200628,"KS","Latinx",NA,NA,2020-06-28
20200705,"KS","Latinx",NA,NA,2020-07-05
20200712,"KS","Latinx",NA,NA,2020-07-12
20200719,"KS","Latinx",NA,NA,2020-07-19
20200726,"KS","Latinx",NA,NA,2020-07-26
20200802,"KS","Latinx",NA,NA,2020-08-02
20200809,"KS","Latinx",NA,NA,2020-08-09
20200816,"KS","Latinx",NA,NA,2020-08-16
20200823,"KS","Latinx",NA,NA,2020-08-23
20200830,"KS","Latinx",NA,NA,2020-08-30
20200906,"KS","Latinx",NA,NA,2020-09-06
20200913,"KS","Latinx",NA,NA,2020-09-13
20200920,"KS","Latinx",NA,NA,2020-09-20
20200927,"KS","Latinx",NA,NA,2020-09-27
20201004,"KS","Latinx",NA,NA,2020-10-04
20201011,"KS","Latinx",NA,NA,2020-10-11
20201018,"KS","Latinx",NA,NA,2020-10-18
20201025,"KS","Latinx",NA,NA,2020-10-25
20201101,"KS","Latinx",NA,NA,2020-11-01
20201108,"KS","Latinx",NA,NA,2020-11-08
20201115,"KS","Latinx",NA,NA,2020-11-15
20201122,"KS","Latinx",NA,NA,2020-11-22
20201129,"KS","Latinx",NA,NA,2020-11-29
20201206,"KS","Latinx",NA,NA,2020-12-06
20201213,"KS","Latinx",NA,NA,2020-12-13
20201220,"KS","Latinx",NA,NA,2020-12-20
20201227,"KS","Latinx",NA,NA,2020-12-27
20210103,"KS","Latinx",NA,NA,2021-01-03
20210110,"KS","Latinx",NA,NA,2021-01-10
20210117,"KS","Latinx",NA,NA,2021-01-17
20210124,"KS","Latinx",NA,NA,2021-01-24
20210131,"KS","Latinx",NA,NA,2021-01-31
20210207,"KS","Latinx",NA,NA,2021-02-07
20210214,"KS","Latinx",NA,NA,2021-02-14
20210221,"KS","Latinx",NA,NA,2021-02-21
20210228,"KS","Latinx",NA,NA,2021-02-28
20210307,"KS","Latinx",NA,NA,2021-03-07
20200412,"KS","Multiracial",NA,NA,2020-04-12
20200419,"KS","Multiracial",NA,NA,2020-04-19
20200426,"KS","Multiracial",NA,NA,2020-04-26
20200503,"KS","Multiracial",NA,NA,2020-05-03
20200510,"KS","Multiracial",NA,NA,2020-05-10
20200517,"KS","Multiracial",NA,NA,2020-05-17
20200524,"KS","Multiracial",NA,NA,2020-05-24
20200531,"KS","Multiracial",NA,NA,2020-05-31
20200607,"KS","Multiracial",NA,NA,2020-06-07
20200614,"KS","Multiracial",NA,NA,2020-06-14
20200621,"KS","Multiracial",NA,NA,2020-06-21
20200628,"KS","Multiracial",NA,NA,2020-06-28
20200705,"KS","Multiracial",NA,NA,2020-07-05
20200712,"KS","Multiracial",NA,NA,2020-07-12
20200719,"KS","Multiracial",NA,NA,2020-07-19
20200726,"KS","Multiracial",NA,NA,2020-07-26
20200802,"KS","Multiracial",NA,NA,2020-08-02
20200809,"KS","Multiracial",NA,NA,2020-08-09
20200816,"KS","Multiracial",NA,NA,2020-08-16
20200823,"KS","Multiracial",NA,NA,2020-08-23
20200830,"KS","Multiracial",NA,NA,2020-08-30
20200906,"KS","Multiracial",NA,NA,2020-09-06
20200913,"KS","Multiracial",NA,NA,2020-09-13
20200920,"KS","Multiracial",NA,NA,2020-09-20
20200927,"KS","Multiracial",NA,NA,2020-09-27
20201004,"KS","Multiracial",NA,NA,2020-10-04
20201011,"KS","Multiracial",NA,NA,2020-10-11
20201018,"KS","Multiracial",NA,NA,2020-10-18
20201025,"KS","Multiracial",NA,NA,2020-10-25
20201101,"KS","Multiracial",NA,NA,2020-11-01
20201108,"KS","Multiracial",NA,NA,2020-11-08
20201115,"KS","Multiracial",NA,NA,2020-11-15
20201122,"KS","Multiracial",NA,NA,2020-11-22
20201129,"KS","Multiracial",NA,NA,2020-11-29
20201206,"KS","Multiracial",NA,NA,2020-12-06
20201213,"KS","Multiracial",NA,NA,2020-12-13
20201220,"KS","Multiracial",NA,NA,2020-12-20
20201227,"KS","Multiracial",NA,NA,2020-12-27
20210103,"KS","Multiracial",NA,NA,2021-01-03
20210110,"KS","Multiracial",NA,NA,2021-01-10
20210117,"KS","Multiracial",NA,NA,2021-01-17
20210124,"KS","Multiracial",NA,NA,2021-01-24
20210131,"KS","Multiracial",NA,NA,2021-01-31
20210207,"KS","Multiracial",NA,NA,2021-02-07
20210214,"KS","Multiracial",NA,NA,2021-02-14
20210221,"KS","Multiracial",NA,NA,2021-02-21
20210228,"KS","Multiracial",NA,NA,2021-02-28
20210307,"KS","Multiracial",NA,NA,2021-03-07
20200412,"KS","NHPI",NA,NA,2020-04-12
20200419,"KS","NHPI",NA,NA,2020-04-19
20200426,"KS","NHPI",NA,NA,2020-04-26
20200503,"KS","NHPI",NA,NA,2020-05-03
20200510,"KS","NHPI",NA,NA,2020-05-10
20200517,"KS","NHPI",NA,NA,2020-05-17
20200524,"KS","NHPI",NA,NA,2020-05-24
20200531,"KS","NHPI",NA,NA,2020-05-31
20200607,"KS","NHPI",NA,NA,2020-06-07
20200614,"KS","NHPI",NA,NA,2020-06-14
20200621,"KS","NHPI",NA,NA,2020-06-21
20200628,"KS","NHPI",NA,NA,2020-06-28
20200705,"KS","NHPI",NA,NA,2020-07-05
20200712,"KS","NHPI",NA,NA,2020-07-12
20200719,"KS","NHPI",NA,NA,2020-07-19
20200726,"KS","NHPI",NA,NA,2020-07-26
20200802,"KS","NHPI",NA,NA,2020-08-02
20200809,"KS","NHPI",NA,NA,2020-08-09
20200816,"KS","NHPI",NA,NA,2020-08-16
20200823,"KS","NHPI",NA,NA,2020-08-23
20200830,"KS","NHPI",NA,NA,2020-08-30
20200906,"KS","NHPI",NA,NA,2020-09-06
20200913,"KS","NHPI",NA,NA,2020-09-13
20200920,"KS","NHPI",NA,NA,2020-09-20
20200927,"KS","NHPI",NA,NA,2020-09-27
20201004,"KS","NHPI",NA,NA,2020-10-04
20201011,"KS","NHPI",NA,NA,2020-10-11
20201018,"KS","NHPI",NA,NA,2020-10-18
20201025,"KS","NHPI",NA,NA,2020-10-25
20201101,"KS","NHPI",NA,NA,2020-11-01
20201108,"KS","NHPI",NA,NA,2020-11-08
20201115,"KS","NHPI",NA,NA,2020-11-15
20201122,"KS","NHPI",NA,NA,2020-11-22
20201129,"KS","NHPI",NA,NA,2020-11-29
20201206,"KS","NHPI",NA,NA,2020-12-06
20201213,"KS","NHPI",NA,NA,2020-12-13
20201220,"KS","NHPI",NA,NA,2020-12-20
20201227,"KS","NHPI",NA,NA,2020-12-27
20210103,"KS","NHPI",NA,NA,2021-01-03
20210110,"KS","NHPI",NA,NA,2021-01-10
20210117,"KS","NHPI",NA,NA,2021-01-17
20210124,"KS","NHPI",NA,NA,2021-01-24
20210131,"KS","NHPI",NA,NA,2021-01-31
20210207,"KS","NHPI",NA,NA,2021-02-07
20210214,"KS","NHPI",NA,NA,2021-02-14
20210221,"KS","NHPI",NA,NA,2021-02-21
20210228,"KS","NHPI",NA,NA,2021-02-28
20210307,"KS","NHPI",NA,NA,2021-03-07
20200412,"KS","Other",42,0,2020-04-12
20200419,"KS","Other",42,0,2020-04-19
20200426,"KS","Other",91,0,2020-04-26
20200503,"KS","Other",138,0,2020-05-03
20200510,"KS","Other",164,1,2020-05-10
20200517,"KS","Other",184,2,2020-05-17
20200524,"KS","Other",212,1,2020-05-24
20200531,"KS","Other",250,1,2020-05-31
20200607,"KS","Other",290,2,2020-06-07
20200614,"KS","Other",335,2,2020-06-14
20200621,"KS","Other",386,3,2020-06-21
20200628,"KS","Other",470,3,2020-06-28
20200705,"KS","Other",633,6,2020-07-05
20200712,"KS","Other",846,8,2020-07-12
20200719,"KS","Other",1088,9,2020-07-19
20200726,"KS","Other",1325,9,2020-07-26
20200802,"KS","Other",1511,15,2020-08-02
20200809,"KS","Other",1705,18,2020-08-09
20200816,"KS","Other",1866,18,2020-08-16
20200823,"KS","Other",2047,18,2020-08-23
20200830,"KS","Other",2293,22,2020-08-30
20200906,"KS","Other",2558,26,2020-09-06
20200913,"KS","Other",2781,29,2020-09-13
20200920,"KS","Other",3006,38,2020-09-20
20200927,"KS","Other",3294,42,2020-09-27
20201004,"KS","Other",3577,45,2020-10-04
20201011,"KS","Other",3867,50,2020-10-11
20201018,"KS","Other",4162,60,2020-10-18
20201025,"KS","Other",4490,67,2020-10-25
20201101,"KS","Other",4974,69,2020-11-01
20201108,"KS","Other",5666,83,2020-11-08
20201115,"KS","Other",6708,90,2020-11-15
20201122,"KS","Other",7923,97,2020-11-22
20201129,"KS","Other",8768,104,2020-11-29
20201206,"KS","Other",9753,124,2020-12-06
20201213,"KS","Other",10837,138,2020-12-13
20201220,"KS","Other",11863,160,2020-12-20
20201227,"KS","Other",12481,173,2020-12-27
20210103,"KS","Other",13452,203,2021-01-03
20210110,"KS","Other",14309,226,2021-01-10
20210117,"KS","Other",10111,195,2021-01-17
20210124,"KS","Other",10567,199,2021-01-24
20210131,"KS","Other",10997,205,2021-01-31
20210207,"KS","Other",11322,213,2021-02-07
20210214,"KS","Other",11583,224,2021-02-14
20210221,"KS","Other",11849,234,2021-02-21
20210228,"KS","Other",12047,239,2021-02-28
20210307,"KS","Other",12197,245,2021-03-07
20200412,"KS","Unknown",316,11,2020-04-12
20200419,"KS","Unknown",316,11,2020-04-19
20200426,"KS","Unknown",621,11,2020-04-26
20200503,"KS","Unknown",1132,8,2020-05-03
20200510,"KS","Unknown",1705,0,2020-05-10
20200517,"KS","Unknown",1720,10,2020-05-17
20200524,"KS","Unknown",1811,7,2020-05-24
20200531,"KS","Unknown",1858,5,2020-05-31
20200607,"KS","Unknown",1916,6,2020-06-07
20200614,"KS","Unknown",1857,7,2020-06-14
20200621,"KS","Unknown",2007,4,2020-06-21
20200628,"KS","Unknown",2309,4,2020-06-28
20200705,"KS","Unknown",2878,4,2020-07-05
20200712,"KS","Unknown",3388,6,2020-07-12
20200719,"KS","Unknown",4052,8,2020-07-19
20200726,"KS","Unknown",4500,9,2020-07-26
20200802,"KS","Unknown",4842,10,2020-08-02
20200809,"KS","Unknown",5285,11,2020-08-09
20200816,"KS","Unknown",5908,14,2020-08-16
20200823,"KS","Unknown",6386,15,2020-08-23
20200830,"KS","Unknown",7235,18,2020-08-30
20200906,"KS","Unknown",8101,21,2020-09-06
20200913,"KS","Unknown",8615,24,2020-09-13
20200920,"KS","Unknown",9135,30,2020-09-20
20200927,"KS","Unknown",9661,35,2020-09-27
20201004,"KS","Unknown",10351,41,2020-10-04
20201011,"KS","Unknown",11196,48,2020-10-11
20201018,"KS","Unknown",12007,56,2020-10-18
20201025,"KS","Unknown",12875,75,2020-10-25
20201101,"KS","Unknown",14480,80,2020-11-01
20201108,"KS","Unknown",16902,90,2020-11-08
20201115,"KS","Unknown",20856,100,2020-11-15
20201122,"KS","Unknown",24742,115,2020-11-22
20201129,"KS","Unknown",28755,121,2020-11-29
20201206,"KS","Unknown",31402,135,2020-12-06
20201213,"KS","Unknown",34646,156,2020-12-13
20201220,"KS","Unknown",37442,186,2020-12-20
20201227,"KS","Unknown",38581,208,2020-12-27
20210103,"KS","Unknown",41022,247,2021-01-03
20210110,"KS","Unknown",42804,267,2021-01-10
20210117,"KS","Unknown",49283,355,2021-01-17
20210124,"KS","Unknown",50546,368,2021-01-24
20210131,"KS","Unknown",51156,396,2021-01-31
20210207,"KS","Unknown",51702,429,2021-02-07
20210214,"KS","Unknown",51868,463,2021-02-14
20210221,"KS","Unknown",51931,491,2021-02-21
20210228,"KS","Unknown",52016,503,2021-02-28
20210307,"KS","Unknown",51983,509,2021-03-07
20200412,"KS","White",1141,53,2020-04-12
20200419,"KS","White",1141,53,2020-04-19
20200426,"KS","White",1986,71,2020-04-26
20200503,"KS","White",2984,84,2020-05-03
20200510,"KS","White",3975,99,2020-05-10
20200517,"KS","White",4686,105,2020-05-17
20200524,"KS","White",5425,117,2020-05-24
20200531,"KS","White",6000,138,2020-05-31
20200607,"KS","White",6445,158,2020-06-07
20200614,"KS","White",7016,165,2020-06-14
20200621,"KS","White",7720,176,2020-06-21
20200628,"KS","White",8686,185,2020-06-28
20200705,"KS","White",10177,195,2020-07-05
20200712,"KS","White",11964,198,2020-07-12
20200719,"KS","White",14176,207,2020-07-19
20200726,"KS","White",16357,233,2020-07-26
20200802,"KS","White",18240,256,2020-08-02
20200809,"KS","White",20142,272,2020-08-09
20200816,"KS","White",22264,289,2020-08-16
20200823,"KS","White",24209,303,2020-08-23
20200830,"KS","White",26895,318,2020-08-30
20200906,"KS","White",29589,342,2020-09-06
20200913,"KS","White",31776,362,2020-09-13
20200920,"KS","White",34611,425,2020-09-20
20200927,"KS","White",37759,450,2020-09-27
20201004,"KS","White",40960,503,2020-10-04
20201011,"KS","White",44123,550,2020-10-11
20201018,"KS","White",47824,620,2020-10-18
20201025,"KS","White",51672,703,2020-10-25
20201101,"KS","White",57987,745,2020-11-01
20201108,"KS","White",66515,852,2020-11-08
20201115,"KS","White",78319,920,2020-11-15
20201122,"KS","White",91142,1043,2020-11-22
20201129,"KS","White",103675,1146,2020-11-29
20201206,"KS","White",114362,1359,2020-12-06
20201213,"KS","White",125898,1596,2020-12-13
20201220,"KS","White",136217,1805,2020-12-20
20201227,"KS","White",143017,1933,2020-12-27
20210103,"KS","White",156465,2218,2021-01-03
20210110,"KS","White",167483,2429,2021-01-10
20210117,"KS","White",177980,2708,2021-01-17
20210124,"KS","White",185965,2778,2021-01-24
20210131,"KS","White",192322,2912,2021-01-31
20210207,"KS","White",197834,3172,2021-02-07
20210214,"KS","White",201605,3371,2021-02-14
20210221,"KS","White",205615,3568,2021-02-21
20210228,"KS","White",207907,3665,2021-02-28
20210307,"KS","White",209752,3721,2021-03-07
20200412,"KY","AIAN",1,0,2020-04-12
20200419,"KY","AIAN",1,0,2020-04-19
20200426,"KY","AIAN",2,0,2020-04-26
20200503,"KY","AIAN",1,0,2020-05-03
20200510,"KY","AIAN",2,0,2020-05-10
20200517,"KY","AIAN",2,0,2020-05-17
20200524,"KY","AIAN",6,0,2020-05-24
20200531,"KY","AIAN",6,0,2020-05-31
20200607,"KY","AIAN",16,0,2020-06-07
20200614,"KY","AIAN",24,0,2020-06-14
20200621,"KY","AIAN",32,0,2020-06-21
20200628,"KY","AIAN",51,0,2020-06-28
20200705,"KY","AIAN",59,0,2020-07-05
20200712,"KY","AIAN",67,0,2020-07-12
20200719,"KY","AIAN",72,0,2020-07-19
20200726,"KY","AIAN",82,0,2020-07-26
20200802,"KY","AIAN",90,0,2020-08-02
20200809,"KY","AIAN",98,0,2020-08-09
20200816,"KY","AIAN",114,0,2020-08-16
20200823,"KY","AIAN",121,0,2020-08-23
20200830,"KY","AIAN",131,0,2020-08-30
20200906,"KY","AIAN",135,0,2020-09-06
20200913,"KY","AIAN",144,0,2020-09-13
20200920,"KY","AIAN",153,0,2020-09-20
20200927,"KY","AIAN",163,0,2020-09-27
20201004,"KY","AIAN",174,0,2020-10-04
20201011,"KY","AIAN",191,0,2020-10-11
20201018,"KY","AIAN",220,0,2020-10-18
20201025,"KY","AIAN",232,0,2020-10-25
20201101,"KY","AIAN",255,0,2020-11-01
20201108,"KY","AIAN",284,0,2020-11-08
20201115,"KY","AIAN",289,0,2020-11-15
20201122,"KY","AIAN",335,0,2020-11-22
20201129,"KY","AIAN",374,1,2020-11-29
20201206,"KY","AIAN",401,0,2020-12-06
20201213,"KY","AIAN",438,1,2020-12-13
20201220,"KY","AIAN",493,1,2020-12-20
20201227,"KY","AIAN",525,2,2020-12-27
20210103,"KY","AIAN",546,2,2021-01-03
20210110,"KY","AIAN",590,2,2021-01-10
20210117,"KY","AIAN",626,2,2021-01-17
20210124,"KY","AIAN",661,3,2021-01-24
20210131,"KY","AIAN",702,3,2021-01-31
